actor_name,numfacebooklikes
Hugh Dillon,431.0
Stephen Baldwin,561.0
Doug E. Doug,953.0
Sarah Polley,900.0
David Hewlett,686.0
Delphine Chanéac,559.0
Jordan Prentice,322.0
Eddie Cibrian,849.0
Lobo Sebastian,206.0
Robert Costanzo,130.0
Jessica Paré,489.0
Christopher Cousins,93.0
Mark Camacho,40.0
Grace Phipps,596.0
Reid Ewing,343.0
Sandra Vergara,133.0
Michael Greyeyes,909.0
Texas Battle,315.0
Zach Gilford,971.0
James Burnett,236.0
Christiana Leucas,165.0
Munro Chambers,353.0
Stark Sands,143.0
Terence Maynard,120.0
Phil LaMarr,857.0
Lynda Boyd,83.0
Atom Egoyan,460.0
Paul Gross,329.0
Richard Roundtree,240.0
Ned Bellamy,91.0
James Biberi,174.0
Emir Kusturica,2000.0
Saïd Taghmaoui,378.0
Bill Paterson,142.0
Lucy Boynton,135.0
Toby Leonard Moore,181.0
Nicholas Tse,107.0
Holly Valance,816.0
Sarah Carter,748.0
Jaycee Chan,187.0
Louise Bourgoin,295.0
Sandrine Kiberlain,71.0
Kad Merad,55.0
Kathy Baker,313.0
Patrick Lyster,11.0
Tyrone Keogh,11.0
Jemima West,432.0
Konstantin Khabenskiy,114.0
Sergey Garmash,21.0
Chiara Caselli,24.0
Birgitte Hjort Sørensen,1000.0
Hana Mae Lee,751.0
Dallas Roberts,405.0
Tyler Hilton,154.0
Milos Forman,869.0
Bradley Pierce,409.0
Mark Williams,373.0
Dick Clark,504.0
David Julian Hirsh,147.0
Jennifer Hall,89.0
Hannah Spearritt,363.0
Jason Lewis,948.0
Angel Coulby,566.0
Scott Weinger,631.0
Neil Brown Jr.,427.0
R. Marcos Taylor,303.0
Amrish Puri,429.0
John Sessions,83.0
Enrique Iglesias,876.0
Reginald VelJohnson,541.0
Charlie Talbert,767.0
Demetri Martin,210.0
Eddie Cahill,639.0
Kenneth Mitchell,250.0
Alex Rocco,968.0
Shun Oguri,173.0
Yû Aoi,59.0
Haruma Miura,47.0
Rebecca De Mornay,872.0
Topol,402.0
Lilli Lavine,11.0
David Sparrow,9.0
Ann Talman,6.0
Mia Sara,664.0
Gloria Reuben,186.0
David Lyons,576.0
Noah Lomax,447.0
Mimi Kirkland,325.0
Omri Katz,336.0
Larry Bagby,115.0
Lily Rabe,763.0
Elizabeth McGovern,553.0
Deborah Twiss,488.0
Bianca Kajlich,731.0
Dilshad Vadsaria,579.0
Jeri Ryan,1000.0
Talulah Riley,422.0
Simon Woods,241.0
Sean Young,759.0
Richard Sammel,194.0
Tómas Lemarquis,114.0
Oleg Taktarov,327.0
Antoni Corone,97.0
Bob Clendenin,347.0
Ben Chaplin,258.0
Samaire Armstrong,806.0
Mary McCormack,428.0
Ron Eldard,385.0
George Lopez,453.0
Mara Wilson,1000.0
Francis Capra,937.0
Dominic Flores,1000.0
Bella Heathcote,860.0
Tenzin Thuthob Tsarong,2.0
Tulku Jamyang Kunga Tenzin,2.0
Tencho Gyalpo,0.0
Katherine Parkinson,261.0
Fenella Woolgar,87.0
Donald Faison,927.0
Elena Anaya,1000.0
Eduardo Noriega,278.0
Louis Jourdan,594.0
Kabir Bedi,303.0
Steven Berkoff,293.0
Harold Ramis,11000.0
Martin Starr,985.0
Sofia Vassilieva,489.0
Jeffrey Markle,228.0
Richard Wilson,358.0
Phil Davis,386.0
Andrew Simpson,99.0
Shaun Parkes,78.0
Matthew Settle,477.0
Tatyana Ali,685.0
Aretha Franklin,809.0
Ray Charles,326.0
Michael Rady,523.0
Dolly Parton,1000.0
Jeremy Jordan,773.0
Sharon Small,66.0
Christopher Webster,5.0
Peter McNicholl,3.0
Ty Olsson,429.0
Barret Oliver,312.0
Piper Laurie,303.0
Jean Marsh,146.0
Tim Rose,137.0
Lew Temple,597.0
Vanesa Tomasino,355.0
William Mapother,398.0
Junix Inocian,132.0
Paul Barber,57.0
Eion Bailey,749.0
John Neville,387.0
Kim-Marie Woodhouse,5.0
Amy Carson,4.0
Joseph Kaiser,3.0
Adhir Kalyan,402.0
Julie Gonzalo,528.0
Gerry Bednob,218.0
Martin Clunes,264.0
Boyd Holbrook,439.0
David Harbour,313.0
Jeanne Moreau,343.0
Ryan O'Neal,385.0
Dirk Bogarde,232.0
Wolfgang Preiss,14.0
Robert Pine,332.0
Carl Gilliard,285.0
Suzie Plakson,178.0
Michael Landes,439.0
Keegan Connor Tracy,392.0
Kate Walsh,850.0
Larry Hankin,412.0
Paula Garcés,587.0
Jason George,528.0
Todd Allen,130.0
Brad Leland,67.0
Seth Meyers,307.0
Gregory Itzin,216.0
Jack Thompson,155.0
Pam Ferris,771.0
Mario Van Peebles,535.0
David Conrad,642.0
Monica Keena,512.0
Kirstie Alley,980.0
Paul Hogan,442.0
Chelsea Field,95.0
Jessica Wesson,26.0
Donald Sumpter,151.0
Christo Jivkov,260.0
Maia Morgenstern,252.0
Hristo Shopov,113.0
Matthew Lawrence,711.0
Dreama Walker,601.0
Ahney Her,198.0
Luke Bracey,775.0
DeVaughn Nixon,164.0
Embeth Davidtz,795.0
Caroline Goodall,212.0
Jamie Blackley,203.0
Igor Jijikine,65.0
Agnia Ditkovskite,48.0
Katharine Isabelle,918.0
Jason Ritter,782.0
Ava Acres,213.0
Sara Stewart,127.0
Ben Feldman,1000.0
Liza Lapira,387.0
Kevin Nash,642.0
Paige Turco,533.0
Ernie Reyes Jr.,445.0
Billy Drago,371.0
Charles Martin Smith,188.0
Barry Corbin,883.0
Bryan Callen,460.0
Leslie Caron,399.0
Hugh O'Conor,163.0
Bob Newhart,643.0
Gedde Watanabe,448.0
Greta Gerwig,962.0
Dana Delany,722.0
Lee Remick,264.0
Patrick Troughton,139.0
Billie Whitelaw,108.0
Chelan Simmons,440.0
Gina Holden,346.0
Riley Thomas Stewart,220.0
Jay R. Ferguson,204.0
Larry the Cable Guy,400.0
Darcy Donavan,640000.0
Chris Gauthier,434.0
Rebecca Gayheart,468.0
David O'Hara,736.0
Paul F. Tompkins,111.0
Kevin Breznahan,104.0
Flea,535.0
Nancy Cartwright,362.0
Eddie Griffin,489.0
Katharine McPhee,852.0
Keshia Knight Pulliam,619.0
LisaRaye McCoy,485.0
Gregory Alan Williams,367.0
Oliver James,1000.0
Jonathan Breck,270.0
Billy Aaron Brown,177.0
DMX,432.0
Alexandra Breckenridge,1000.0
Laura Ramsey,960.0
Lily Atkinson,328.0
Emma de Caunes,132.0
Steve Pemberton,100.0
Nicholas Gonzalez,601.0
Salli Richardson-Whitfield,543.0
Johnny Messner,522.0
Aaron Staton,702.0
Fanny Ardant,288.0
Eric Cantona,240.0
Alexis Arquette,285.0
Park Bench,81.0
Vince Corazza,71.0
Joseph Cotten,469.0
Richard Anderson,377.0
James Whitmore,288.0
Richard Briers,401.0
Victoria Beckham,199.0
Ari Graynor,904.0
J.B. Smoove,555.0
Kylie Bunbury,370.0
Essence Atkins,713.0
Jere Burns,460.0
Linda Kozlowski,162.0
Cjon Saulsberry,571.0
Griffin Cleveland,81.0
Connie Ray,90.0
Trevor Blumas,89.0
Amy Stewart,28.0
Tyrone Giordano,172.0
James Read,165.0
Taron Egerton,732.0
Óscar Jaenada,619.0
Don McManus,98.0
Scott Mechlowicz,634.0
Jacob Pitts,360.0
Claudia Christian,462.0
Nia Peeples,444.0
Tony Plana,223.0
Tyler James Williams,931.0
Bebe Neuwirth,376.0
Matthew Knight,464.0
Amanda Tilson,58.0
Gillian Jacobs,837.0
Jonathan Tucker,664.0
Sergio Calderón,49.0
Emily Meade,374.0
Zena Grey,255.0
Chris Marquette,355.0
Timothy Bottoms,155.0
Jacob Young,111.0
Zach Grenier,246.0
Paul Ben-Victor,218.0
Tara Fitzgerald,151.0
Jorma Taccone,434.0
Chris Parnell,432.0
Devon Murray,219.0
Pauline McLynn,70.0
Patrick St. Esprit,148.0
Steve Railsback,246.0
Peter Firth,141.0
Marco Treviño,562.0
Kate Burton,223.0
Peter Kwong,52.0
Malonn Lévana,20.0
Alice Pol,8.0
William Morgan Sheppard,702.0
James Patrick Stuart,251.0
John Doe,181.0
Tom Amandes,151.0
Daniel Lapaine,92.0
Madison Davenport,459.0
Natasha Calis,309.0
Cathryn de Prume,354.0
Rhys Coiro,268.0
Christopher Evan Welch,252.0
Brian Bosworth,174.0
Sam McMurray,132.0
Richard Gant,120.0
Donovan Scott,54.0
Ted Wass,42.0
Kaylee DeFer,324.0
Jack Plotnick,248.0
Craig Hall,50.0
Don McKellar,45.0
Joe Pingue,30.0
Yûsuke Iseya,18.0
Michael Paré,492.0
Julie Adams,132.0
Dallas Barnett,473.0
Erica Linz,31.0
Igor Zaripov,31.0
Aidan McArdle,266.0
James Tupper,240.0
Sean Buchanan,234.0
Liya Kebede,232.0
Shawn Hatosy,407.0
Benoît Magimel,173.0
Gilles Lellouche,92.0
Scout Taylor-Compton,908.0
Gil Birmingham,416.0
Yolande Moreau,44.0
André Wilms,9.0
Jérôme Deschamps,0.0
Evgeniy Mironov,15.0
Aleksandr Bashirov,7.0
Dan O'Herlihy,128.0
Jack Hawkins,87.0
Siu-Wong Fan,79.0
Wai-Keung Lau,55.0
Kevin Williamson,221.0
Lori Singer,304.0
Leah Remini,909.0
Harry Shearer,161.0
Jeff Anderson,216.0
Jennifer Schwalbach Smith,92.0
Kathleen Wilhoite,265.0
David Arquette,611.0
Lena Horne,738.0
Diana Ross,295.0
Theresa Merritt,227.0
Ellen Albertini Dow,957.0
Lolita Davidovich,197.0
Kelly Brook,859.0
A.J. Langer,254.0
Donald Pleasence,742.0
Kenneth Williams,83.0
Clive Revill,73.0
Derek Graf,11.0
Anthony Daniels,441.0
Theresa Randle,244.0
O.J. Simpson,144.0
Brendan Fehr,847.0
Kerr Smith,591.0
Catherine Dent,99.0
Brian Johnson,128.0
Matt Letscher,105.0
Jessica Bowman,81.0
Dell Yount,62.0
Keeley Hawes,228.0
Oliver Stark,88.0
Eva Amurri Martino,797.0
Dan Hedaya,281.0
Lainie Kazan,249.0
Judith Barsi,912.0
Lynn Whitfield,434.0
Garrett Morris,424.0
Ian Hart,261.0
James Bolam,57.0
Benoît Poelvoorde,86.0
Marie Gillain,64.0
Landon Liboiron,1000.0
Tom Burke,201.0
Iben Hjejle,123.0
Gaye Brown,30.0
Romola Garai,805.0
Roger Lloyd Pack,539.0
Lillete Dubey,73.0
Bingbing Fan,556.0
Simon Yam,155.0
Drew Powell,129.0
Kim Thomson,25.0
Alexandra Silber,23.0
Joan Rivers,1000.0
Dick Van Patten,605.0
Michael Winslow,542.0
Cem Yilmaz,523.0
Phil Leeds,71.0
Angus T. Jones,1000.0
Debra Monk,86.0
Michael Papajohn,241.0
Colleen Haskell,182.0
Manish Dayal,820.0
Charlotte Le Bon,201.0
Juhi Chawla,171.0
Ray McKinnon,287.0
Roma Downey,329.0
Darwin Shaw,55.0
Shane Brolly,105.0
Julian Fellowes,266.0
Charles Keating,137.0
Jack Reynor,390.0
Bobby Moynihan,311.0
Matthew Daddario,110.0
Radivoje Bukvic,150.0
Pawel Szajda,104.0
Grigoriy Dobrygin,100.0
Neil Diamond,226.0
Kyle Gass,110.0
Zachary Gordon,975.0
Jason Mewes,898.0
Bruce Dern,844.0
Paulo Costanzo,486.0
Aries Spears,83.0
Rock Hudson,638.0
Vernon Dobtcheff,50.0
Jeremy Kemp,42.0
Sebastian Koch,380.0
Roger Cross,290.0
Ben Crompton,257.0
Anne-Marie Duff,231.0
Joe Spinell,85.0
Amidou,35.0
Romain Duris,809.0
Ludivine Sagnier,521.0
Fabrice Luchini,80.0
Dendrie Taylor,120.0
Pablo Rago,20.0
Diego Ramos,10.0
Gabriel Almirón,0.0
Ornella Muti,385.0
Alessandra Mastronardi,159.0
Warren Clarke,281.0
Kenneth Colley,216.0
Trey Parker,406.0
Matt Hill,199.0
DeWayne Warren,39.0
Qi Shu,1000.0
Matt Schulze,447.0
Leslie Hope,149.0
Jason London,711.0
Eddie Kaye Thomas,484.0
Elaine Hendrix,670.0
Sarah Wynter,186.0
Dom DeLuise,842.0
Teri Garr,481.0
Ian Somerhalder,16000.0
Kimberly J. Brown,409.0
Steve Harris,338.0
Bam Margera,608.0
Steve-O,362.0
Chris Pontius,218.0
Murray Hamilton,366.0
Joseph Mascolo,85.0
Ali Hillis,597.0
Hayley McFarland,697.0
Mark Duplass,830.0
Mike White,487.0
Shailene Woodley,8000.0
Nick Krause,727.0
Zane Holtz,265.0
Ski Carr,165.0
Bobby Coleman,360.0
Melissa Ordway,318.0
Taran Killam,500.0
Jason Weaver,284.0
Brendan Coyle,418.0
Romeo Miller,582.0
Fernando Rey,165.0
Tony Lo Bianco,109.0
Phil Collins,455.0
Tony Jay,384.0
Barry Watson,526.0
Skye McCole Bartusiak,392.0
Charles Mesure,349.0
Marc Macaulay,107.0
Kath Soucie,304.0
Ken Sansom,16.0
Aryana Engineer,602.0
Joseph Julian Soria,465.0
Jamey Sheridan,168.0
Brian d'Arcy James,77.0
Richard Lawson,508.0
Alex Winter,636.0
Maximilian Schell,877.0
Yvette Mimieux,160.0
Violante Placido,978.0
Thekla Reuten,191.0
Filippo Timi,101.0
Dave Foley,401.0
Anneliese van der Pol,354.0
Harriet Walter,119.0
Dermot Crowley,51.0
Jeremy Shada,860.0
Gunnar Hansen,383.0
Keram Malicki-Sánchez,333.0
Shaun Sipos,322.0
William McNamara,10000.0
Marisa Saks,31000.0
Lee Marvin,756.0
Lucas Grabeel,755.0
Jan Cornet,76.0
María Botto,47.0
Isaiah Washington,534.0
Francesca Rettondini,78.0
Jeff Perry,254.0
Skyler Samuels,429.0
Jesper Christensen,100.0
Romi Aboulafia,22.0
Jason Beghe,297.0
Margaret Cho,270.0
James Wolk,938.0
Christine Lakin,518.0
Thomas Law,55.0
Jasper Levine,24.0
Kay Panabaker,720.0
Jay Laga'aia,125.0
Damien Garvey,37.0
Tiffany Lamb,16.0
Geoff Stults,756.0
Brett Cullen,350.0
Toby Hemingway,637.0
Vanessa Lengies,804.0
John Patrick Amedori,733.0
Jake Short,470.0
Samira Wiley,646.0
Tom Bower,107.0
Sheryl Lee,2000.0
Janet Leigh,606.0
Vera Miles,332.0
John Gavin,285.0
Riki Lindhome,490.0
Billy Barty,281.0
John Wood,92.0
Leo McKern,83.0
Jan Hooks,367.0
Steve Guttenberg,801.0
Shengyi Huang,264.0
Chi Ling Chiu,62.0
Qiu Yuen,59.0
Mustafa Haidari,283.0
Khalid Abdalla,161.0
Tom Hollander,555.0
Kelly Carlson,472.0
Robert Miano,216.0
Zak Orth,153.0
Ronald Reagan,1000.0
Bernie Sanders,173.0
Carroll Baker,208.0
Joe Cole,233.0
Lorna Raver,163.0
Joanne Whalley,507.0
Jacky Ido,80.0
Sam Lerner,62.0
James Callis,541.0
Tiffany Dupont,249.0
Nimrat Kaur,85.0
Dequina Moore,41.0
Jordan Carlos,31.0
Taylor Cole,969.0
Nick Gomez,347.0
Dustin Nguyen,220.0
Don Stark,181.0
Melonie Diaz,270.0
Christopher Guest,378.0
Sarah Solemani,99.0
Lynn Cohen,474.0
David Ramsey,677.0
Riccardo Scamarcio,580.0
James Russo,383.0
Jeff DeRocker,2.0
Edi Gathegi,725.0
Brendan Sexton III,148.0
Scott Baio,650.0
Vanessa Angel,384.0
Peter Wingfield,177.0
Susie Essman,99.0
Gigi Rice,69.0
Nia Vardalos,567.0
Sammy Davis Jr.,683.0
Ricardo Montalban,641.0
Martin Dew,204.0
Katherine Waterston,178.0
Serena Scott Thomas,175.0
Chris Brown,997.0
Caity Lotz,941.0
Chriss Anglin,885.0
Geoffrey Arend,816.0
Gary Coleman,633.0
Marko Zaror,99.0
Jackie Burroughs,86.0
Kevin Alejandro,1000.0
Lesley Manville,149.0
Catherine Lough Haggquist,310.0
Darren Shahlavi,294.0
Karin Konoval,81.0
Charlie Saxton,224.0
Ryan Donowho,181.0
Caroline Dhavernas,544.0
Dylan Authors,20.0
Bill Lake,18.0
Victoria Learn,9.0
Tyrone Benskin,228.0
Nora Zehetner,446.0
Randy Jones,174.0
Caitlyn Jenner,161.0
Donny Boaz,2000.0
Brent Anderson,400.0
Damon Wayans,836.0
Guang Li,10.0
Matthew Walker,2.0
Garrett Clayton,532.0
Toni Braxton,231.0
Melvil Poupaud,188.0
Rosalind Ayres,101.0
Jimmy Jean-Louis,407.0
Esai Morales,699.0
Yuqi Zhang,33.0
Chi Chung Lam,3.0
Christian Clavier,106.0
Philippe Nahon,56.0
Marie-Anne Chazel,11.0
Laura Spencer,368.0
Mark Webber,442.0
Tom Conti,181.0
Aaron Ashmore,750.0
Necar Zadegan,344.0
Traci Dinwiddie,281.0
Elea Oberon,51.0
Sammo Kam-Bo Hung,472.0
Andy On,60.0
Mani Bharathi,109.0
Michael Lieber,36.0
Kevin McGowan,7.0
Joey D. Vieira,729.0
Maggie Wheeler,282.0
Jacqueline Lovell,53.0
Jodi Lyn O'Keefe,897.0
Alan David,7.0
Martina Gedeck,155.0
Michael Spears,839.0
Dan Byrd,1000.0
W. Earl Brown,422.0
Scatman Crothers,888.0
Shelley Duvall,629.0
Joe Turkel,413.0
J.J. Cohen,459.0
Eric Mendenhall,607.0
Mary J. Blige,269.0
Hope Olaide Wilson,256.0
Kari J. Kramer,731.0
Erin O'Brien,634.0
Cabrina Collesides,319.0
Kelli Barrett,110.0
David Agranov,308.0
David Moscow,306.0
Mem Ferda,31000.0
Bunta Sugawara,17.0
Ryûnosuke Kamiki,10.0
Miyu Irino,7.0
Michael Wong,91.0
Terence Yin,30.0
Sophie Nélisse,526.0
Roger Allam,326.0
Katrina Bowden,948.0
Kaitlin Olson,547.0
Dominique McElligott,356.0
Mel Ferrer,134.0
Stephen Boyd,102.0
Dante Brown,505.0
Darci Kistler,2.0
Kyra Nichols,0.0
Margaret Tracey,0.0
Tracy Letts,85.0
Pedro Miguel Arce,233.0
Louis Koo,82.0
Angelica Lee,39.0
Ching Wan Lau,27.0
Carla Gallo,798.0
Amy Yasbeck,424.0
Luenell,332.0
Ken Davitian,165.0
Chester,6.0
Raquel Welch,788.0
Alanna Ubach,584.0
JR Bourne,457.0
Bree Turner,489.0
Paul Schneider,552.0
Sean Patrick Thomas,656.0
Louis Mandylor,312.0
Joey Fatone,261.0
Fran Kranz,557.0
Shane Black,1000.0
Carl Weathers,794.0
Collins Pennie,458.0
Lindsay Duncan,171.0
Mario Monicelli,148.0
Andrew Dice Clay,218.0
Christian Clemenson,97.0
David Alan Basche,68.0
Susan Blommaert,64.0
Christian Monzon,2000.0
Hulk Hogan,844.0
Barry Bostwick,456.0
Nicollette Sheridan,341.0
Chris Brochu,795.0
Martin Balsam,191.0
Dan Bakkedahl,59.0
Olivia d'Abo,476.0
Grace Jones,406.0
Frank Vincent,356.0
Sasha Alexander,980.0
Nicholas Rowe,155.0
Roger Ashton-Griffiths,144.0
Freddie Jones,124.0
Amanda Schull,757.0
Susan May Pratt,220.0
Ethan Stiefel,111.0
Timothée Chalamet,85.0
Corbin Bleu,632.0
Kevin G. Schmidt,362.0
Marie Avgeropoulos,800.0
Richard Farnsworth,262.0
Michael Horse,102.0
Nancy Allen,517.0
Dennis Franz,376.0
John McMartin,101.0
Rebecca Budig,210.0
Paul Freeman,193.0
Bruce Payne,179.0
Frankie Valli,197.0
Shelley Long,422.0
Kellie Martin,371.0
Shaun Evans,204.0
Juliet Stevenson,202.0
David Margulies,567.0
Karen Young,67.0
Kim Chan,45.0
Ralph Richardson,115.0
Albert Salmi,94.0
David Masterson,577.0
Kerry Condon,416.0
Khulan Chuluun,12.0
Honglei Sun,9.0
Michael Beck,278.0
Henry Silva,251.0
Julie Christie,597.0
Suzie Steen,258.0
Aden Young,238.0
Paul Sparks,201.0
Sam Reid,212.0
Ulrich Tukur,63.0
Burghart Klaußner,43.0
Leonie Benesch,16.0
Anna Harr,290.0
James Cullen Bressack,161.0
Nick Cassavetes,415.0
James Hetfield,364.0
Mackenzie Gray,253.0
Lars Ulrich,151.0
Takuya Kimura,84.0
Simón Andreu,35.0
Shawn Yue,32.0
Mark Moses,353.0
Greg Nicotero,1000.0
John Amplas,177.0
Joseph Pilato,83.0
Kevork Malikyan,69.0
Brigitte Nielsen,312.0
Jennifer Hale,918.0
Cassie Ventura,158.0
Mari Koda,152.0
Luis Rosado,129.0
Hakeem Kae-Kazim,242.0
Henry Ian Cusick,866.0
Vondie Curtis-Hall,170.0
Jessica Lowndes,1000.0
Kirk Fox,109.0
Shawn Andrews,67.0
Rob Campbell,50.0
Elaine Cassidy,203.0
Eric Sykes,83.0
Carrie Henn,626.0
Jeremy Brett,453.0
Rex Harrison,272.0
Theodore Bikel,244.0
Patrick Gallagher,306.0
Chris Moss,33000.0
Owain Yeoman,459.0
Jay Chandrasekhar,422.0
Betsy Russell,298.0
Chris Kattan,357.0
Erik Knudsen,583.0
Morgan Saylor,427.0
Valente Rodriguez,234.0
Diana Maria Riva,89.0
Shad Moss,826.0
Adam Boyer,503.0
Malika,104.0
Ben Platt,746.0
Megyn Price,323.0
Kevin Clash,436.0
Caroll Spinney,142.0
Ava Gardner,715.0
David Niven,490.0
John Ireland,86.0
Elizabeth Blackmore,150.0
Ellen Sandweiss,58.0
Harland Williams,503.0
Rachel Dratch,399.0
DeRay Davis,328.0
Clé Bennett,122.0
Conrad Coates,66.0
Clyde Kusatsu,161.0
Jake Wood,96.0
Tippi Hedren,634.0
Brenda Fricker,214.0
David Murray,96.0
Gerard McSorley,71.0
Carlos Bardem,55.0
Chris Andrew Ciulla,215.0
Mary Mouser,168.0
George Peppard,669.0
Jan-Michael Vincent,642.0
Paul Winfield,255.0
Julianna Guill,465.0
Rick Gomez,152.0
Tim Williams,62.0
Griffin Dunne,165.0
Matt Servitto,260.0
Tamara Tunie,508.0
Laurence Fox,281.0
Danny Strong,714.0
Samm Levine,433.0
Bruno Kirby,227.0
Gretchen Palmer,73.0
Harley Jane Kozak,62.0
Jack Warden,359.0
Ron Lester,255.0
Mark Walters,35.0
Rachel Brosnahan,389.0
Vincent Walsh,118.0
Finn Ireland,107.0
Ivana Baquero,634.0
Maribel Verdú,269.0
Sergi López,250.0
Angell Conwell,522.0
Bolo Yeung,633.0
Alonna Shaw,67.0
Kamel Krifa,51.0
Joe Cornish,115.0
Gustaf Skarsgård,908.0
Tsianina Joelson,95.0
Marc Donato,450.0
Cynthia Stevenson,271.0
Tracey Walter,324.0
Don Pardo,410.0
Ruby Jerins,238.0
Alexandra Holden,326.0
Trent Ford,258.0
Brad William Henke,363.0
Farrah Fawcett,1000.0
Karl Malden,416.0
Brian Keith,316.0
Shannon Tweed,322.0
Jon Polito,309.0
Robin Weigert,295.0
Angela Sarafyan,310.0
Lynn Redgrave,258.0
Tuppence Middleton,888.0
Michel Galabru,27.0
Jodie Whittaker,304.0
Paz de la Huerta,488.0
Emily Alyn Lind,289.0
Justin Kirk,945.0
Ivan Sergei,613.0
Tanya van Graan,170.0
Conrad Kemp,44.0
David Alpay,232.0
Marie-Josée Croze,150.0
Charles Aznavour,125.0
William Shockley,518.0
Carole Bouquet,235.0
Ryôko Hirosue,46.0
Michel Muller,17.0
Dustin Milligan,499.0
Adrian Pasdar,555.0
Chen Chang,103.0
Pei-Pei Cheng,21.0
Sihung Lung,5.0
Ara Celi,158.0
Hugh O'Brian,247.0
Rae Dawn Chong,581.0
Nicole Dionne,94.0
Ji-won Ha,80.0
Kyung-gu Sol,13.0
Allen Leech,305.0
Levon Helm,572.0
Megan Charpentier,340.0
Isabelle Nélisse,250.0
Jackson Nicoll,925.0
Georgina Cates,38.0
Grasie Mercedes,27.0
Sylvia Syms,48.0
Glenn Shadix,217.0
Lamman Rucker,607.0
Jessica Raine,259.0
Tessa Thompson,431.0
Lee Majors,799.0
Clayton Snyder,925.0
Adam Lamberg,738.0
Allison Tolman,562.0
Rae'Ven Kelly,90.0
Virginia Capers,22.0
Dororthy Thorton,2.0
JoAnna Garcia Swisher,983.0
William Petersen,883.0
Claude Rains,607.0
Martha MacIsaac,616.0
André the Giant,594.0
Russ Tamblyn,228.0
Kali Rocha,106.0
Jessie T. Usher,116.0
Ser'Darius Blain,100.0
Luke Benward,807.0
Mitchell Ryan,141.0
Kim Director,193.0
Erica Leerhsen,184.0
Kurt Loder,162.0
Rachel True,328.0
Brenda Strong,266.0
Sierra McCormick,512.0
Hutch Dano,316.0
Jason Spevack,125.0
Peter Vaughan,310.0
Nicole Ari Parker,360.0
Nina Hartley,170.0
Joss Ackland,232.0
Danny Pino,786.0
Joey Lawrence,786.0
Firass Dirani,239.0
Cinda McCain,646.0
Angelo Anthony Pizza,619.0
Akie Kotabe,614.0
Jason Priestley,471.0
Geneviève Bujold,159.0
George C. Scott,654.0
Nina Hoss,164.0
Homayoun Ershadi,123.0
Yuri Lowenthal,354.0
Cam Clarke,173.0
Phil Vischer,23.0
The Edge,67.0
Larry Mullen Jr.,44.0
Adrian Paul,786.0
Adam Copeland,377.0
Kevin Gage,366.0
Keith Allen,66.0
Sandra Nelson,65.0
Kyla Pratt,417.0
Shirley Douglas,47.0
Daniel Wu,353.0
Khandi Alexander,556.0
Michael Michele,274.0
Dan Futterman,254.0
Marla Sokoloff,612.0
Estelle Parsons,224.0
Elizabeth Berrington,65.0
Anna Madeley,49.0
Eric Godon,39.0
Diahann Carroll,426.0
Conleth Hill,386.0
Guillermo Arriaga,289.0
Corbin Bernsen,1000.0
Chris Geere,220.0
Mac McDonald,25.0
Mike Muscat,90.0
Thomas Stroppel,192.0
Kalim Chandler,134.0
Amber Marie Bollinger,46.0
Brigitte Helm,136.0
Gustav Fröhlich,23.0
Rudolf Klein-Rogge,18.0
Dany Verissimo-Petit,58.0
Satoshi Tsumabuki,56.0
Konstantin Lavronenko,20.0
Vladimir Garin,13.0
Nataliya Vdovina,9.0
Nirut Sirichanya,64.0
Petchtai Wongkamlao,45.0
Sarunyu Wongkrachang,7.0
JJ Feild,794.0
Gina Bellman,476.0
Conrad Dunn,40.0
Aubrey Poo,2.0
Edward Fox,125.0
Gael Le Cornec,165.0
Hans Matheson,627.0
Lucy Gaskell,55.0
Steven Elder,51.0
Maximilian Dirr,61.0
Rodrigo De la Serna,57.0
Ferdinando Vetere,50.0
Yasuaki Kurata,19.0
Linus Roache,303.0
Arben Bajraktaraj,121.0
Sharon Leal,467.0
Bart Shatto,124.0
Jeremy Davies,769.0
Jean-Marc Barr,236.0
Anil Kapoor,668.0
Saurabh Shukla,56.0
Ayush Mahesh Khedekar,40.0
Lois Smith,276.0
John Meillon,57.0
Chad Bishop,277.0
Malik Yoba,496.0
Jensen Ackles,10000.0
Caroline Munro,456.0
Barbara Bach,238.0
Susan Hogan,25.0
Olivia Colman,583.0
Mike Nawrocki,12.0
Shelby Vischer,8.0
Maya Angelou,279.0
Roger Guenveur Smith,266.0
Gino Salvano,111.0
Allen Payne,364.0
Linda Blair,931.0
Lance Gross,849.0
Poppy Montgomery,654.0
Paolo Seganti,55.0
Bethany Joy Lenz,855.0
Eliza Coupe,490.0
Kane Hodder,935.0
Lexa Doig,489.0
China Chow,169.0
Osric Chau,635.0
Emmanuelle Seigner,413.0
Isaach De Bankolé,177.0
Jane Adams,280.0
Sharon Lawrence,215.0
Noam Jenkins,191.0
Tovah Feldshuh,113.0
Bonnie Henna,15.0
Melissa Sagemiller,159.0
Angela Featherstone,102.0
Candace Kroslak,102.0
Todd Boyce,15.0
Nigel Whitmey,5.0
Behrouz Vossoughi,324.0
Ruth Sheen,44.0
Karl Johnson,43.0
Sara Forestier,74.0
Edouard Baer,59.0
Ulrich Mühe,284.0
Woo-sung Jung,149.0
Kelly Lin,21.0
John Gallagher Jr.,338.0
Diora Baird,378.0
Elisa Donovan,201.0
Stephen Marcus,230.0
Amelia Warner,170.0
Bruno Ganz,653.0
Belén Rueda,273.0
Lola Dueñas,114.0
