name,movie_title
Joe Spinell,Sorcerer
Amidou,Sorcerer
Robert De Niro,Stone
Milla Jovovich,Stone
Frances Conroy,Stone
Romain Duris,Molière
Ludivine Sagnier,Molière
Fabrice Luchini,Molière
Christian Bale,Out of the Furnace
Sam Shepard,Out of the Furnace
Dendrie Taylor,Out of the Furnace
Tom Wilkinson,Michael Clayton
Denis O'Hare,Michael Clayton
Sydney Pollack,Michael Clayton
Wilford Brimley,My Fellow Americans
Bradley Whitford,My Fellow Americans
Sela Ward,My Fellow Americans
Jeff Bridges,Arlington Road
Spencer Treat Clark,Arlington Road
Hope Davis,Arlington Road
Pablo Rago,Underdogs
Diego Ramos,Underdogs
Gabriel Almirón,Underdogs
Ornella Muti,To Rome with Love
Judy Davis,To Rome with Love
Alessandra Mastronardi,To Rome with Love
Clint Eastwood,Firefox
Warren Clarke,Firefox
Kenneth Colley,Firefox
Minnie Driver,South Park: Bigger Longer & Uncut
Eric Idle,South Park: Bigger Longer & Uncut
Trey Parker,South Park: Bigger Longer & Uncut
Peter Dinklage,Death at a Funeral
Ewen Bremner,Death at a Funeral
Kris Marshall,Death at a Funeral
Paige Turco,Teenage Mutant Ninja Turtles III
John Aylward,Teenage Mutant Ninja Turtles III
Matt Hill,Teenage Mutant Ninja Turtles III
Keanu Reeves,Hardball
D.B. Sweeney,Hardball
DeWayne Warren,Hardball
Jennifer Lawrence,Silver Linings Playbook
Robert De Niro,Silver Linings Playbook
Bradley Cooper,Silver Linings Playbook
Hunter Parrish,Freedom Writers
Scott Glenn,Freedom Writers
Imelda Staunton,Freedom Writers
Omari Hardwick,For Colored Girls
Loretta Devine,For Colored Girls
Kimberly Elise,For Colored Girls
Jason Statham,The Transporter
Qi Shu,The Transporter
Matt Schulze,The Transporter
Djimon Hounsou,Never Back Down
Neil Brown Jr.,Never Back Down
Leslie Hope,Never Back Down
Jason London,The Rage: Carrie 2
Rachel Blanchard,The Rage: Carrie 2
Eddie Kaye Thomas,The Rage: Carrie 2
Catherine O'Hara,Away We Go
Jim Gaffigan,Away We Go
Carmen Ejogo,Away We Go
Madeline Carroll,Swing Vote
Judge Reinhold,Swing Vote
Nathan Lane,Swing Vote
Jake Gyllenhaal,Moonlight Mile
Holly Hunter,Moonlight Mile
Bob Clendenin,Moonlight Mile
Benedict Cumberbatch,Tinker Tailor Soldier Spy
Colin Firth,Tinker Tailor Soldier Spy
Gary Oldman,Tinker Tailor Soldier Spy
Elaine Hendrix,Molly
Jill Hennessy,Molly
Sarah Wynter,Molly
Jennifer Lawrence,The Beaver
Cherry Jones,The Beaver
Riley Thomas Stewart,The Beaver
Dolly Parton,The Best Little Whorehouse in Texas
Barry Corbin,The Best Little Whorehouse in Texas
Dom DeLuise,The Best Little Whorehouse in Texas
Jennifer Jason Leigh,eXistenZ
Sarah Polley,eXistenZ
Callum Rennie,eXistenZ
Harrison Ford,Raiders of the Lost Ark
Karen Allen,Raiders of the Lost Ark
William Hootkins,Raiders of the Lost Ark
Macaulay Culkin,Home Alone 2: Lost in New York
Kieran Culkin,Home Alone 2: Lost in New York
Devin Ratray,Home Alone 2: Lost in New York
Bob Balaban,Close Encounters of the Third Kind
Teri Garr,Close Encounters of the Third Kind
Melinda Dillon,Close Encounters of the Third Kind
Ian Somerhalder,Pulse
Christina Milian,Pulse
Rick Gonzalez,Pulse
Dean Stockwell,Beverly Hills Cop II
Judge Reinhold,Beverly Hills Cop II
Ronny Cox,Beverly Hills Cop II
Angus T. Jones,Bringing Down the House
Kimberly J. Brown,Bringing Down the House
Steve Harris,Bringing Down the House
Anthony Hopkins,The Silence of the Lambs
Scott Glenn,The Silence of the Lambs
Anthony Heald,The Silence of the Lambs
Tia Carrere,Wayne's World
Lara Flynn Boyle,Wayne's World
Kurt Fuller,Wayne's World
Bam Margera,Jackass 3D
Steve-O,Jackass 3D
Chris Pontius,Jackass 3D
Roy Scheider,Jaws 2
Murray Hamilton,Jaws 2
Joseph Mascolo,Jaws 2
Jamie Lee Curtis,Beverly Hills Chihuahua
Nick Zano,Beverly Hills Chihuahua
Ali Hillis,Beverly Hills Chihuahua
Mackenzie Foy,The Conjuring
Lili Taylor,The Conjuring
Hayley McFarland,The Conjuring
Nia Long,Are We There Yet?
Tracy Morgan,Are We There Yet?
Jay Mohr,Are We There Yet?
Gary Cole,Tammy
Mark Duplass,Tammy
Ben Falcone,Tammy
Sarah Roemer,Disturbia
Aaron Yoo,Disturbia
Jose Pablo Cantillo,Disturbia
Miranda Cosgrove,School of Rock
Sarah Silverman,School of Rock
Mike White,School of Rock
Christopher Lambert,Mortal Kombat
Cary-Hiroyuki Tagawa,Mortal Kombat
Bridgette Wilson-Sampras,Mortal Kombat
Jessica Paré,Wicker Park
Christopher Cousins,Wicker Park
Mark Camacho,Wicker Park
Busy Philipps,White Chicks
Jaime King,White Chicks
Brittany Daniel,White Chicks
Shailene Woodley,The Descendants
Nick Krause,The Descendants
Beau Bridges,The Descendants
Tim Blake Nelson,Holes
Zane Holtz,Holes
Ski Carr,Holes
Kelly Preston,The Last Song
Bobby Coleman,The Last Song
Melissa Ordway,The Last Song
Quvenzhané Wallis,12 Years a Slave
Scoot McNairy,12 Years a Slave
Taran Killam,12 Years a Slave
Leonard Roberts,Drumline
Nick Cannon,Drumline
Jason Weaver,Drumline
Michael Jai White,Why Did I Get Married Too?
Cicely Tyson,Why Did I Get Married Too?
Tasha Smith,Why Did I Get Married Too?
Johnny Depp,Edward Scissorhands
Dianne Wiest,Edward Scissorhands
Conchata Ferrell,Edward Scissorhands
Sam Claflin,Me Before You
Emilia Clarke,Me Before You
Brendan Coyle,Me Before You
John Amos,Madea's Witness Protection
Tom Arnold,Madea's Witness Protection
Romeo Miller,Madea's Witness Protection
Roy Scheider,The French Connection
Fernando Rey,The French Connection
Tony Lo Bianco,The French Connection
Mila Kunis,Bad Moms
Jay Hernandez,Bad Moms
Jada Pinkett Smith,Bad Moms
Alyson Hannigan,Date Movie
Carmen Electra,Date Movie
Fred Willard,Date Movie
Roger Rees,Return to Never Land
Rob Paulsen,Return to Never Land
Spencer Breslin,Return to Never Land
David Oyelowo,Selma
Tom Wilkinson,Selma
Oprah Winfrey,Selma
Haley Joel Osment,The Jungle Book 2
Phil Collins,The Jungle Book 2
Tony Jay,The Jungle Book 2
Barry Watson,Boogeyman
Skye McCole Bartusiak,Boogeyman
Charles Mesure,Boogeyman
Nia Long,Premonition
Amber Valletta,Premonition
Marc Macaulay,Premonition
Kath Soucie,The Tigger Movie
John Fiedler,The Tigger Movie
Ken Sansom,The Tigger Movie
Jimmy Bennett,Orphan
CCH Pounder,Orphan
Aryana Engineer,Orphan
Jay Hernandez,Max
Joseph Julian Soria,Max
Edgar Arreola,Max
David Carradine,Epic Movie
Carmen Electra,Epic Movie
Fred Willard,Epic Movie
William Smith,Conan the Barbarian
Mako,Conan the Barbarian
Sandahl Bergman,Conan the Barbarian
Billy Crudup,Spotlight
Jamey Sheridan,Spotlight
Brian d'Arcy James,Spotlight
Jay Hernandez,Lakeview Terrace
Justin Chambers,Lakeview Terrace
Robert Pine,Lakeview Terrace
Sarah Michelle Gellar,The Grudge 2
Sarah Roemer,The Grudge 2
Matthew Knight,The Grudge 2
Richard Lawson,How Stella Got Her Groove Back
James Pickens Jr.,How Stella Got Her Groove Back
Barry Shabaka Henley,How Stella Got Her Groove Back
Keanu Reeves,Bill & Ted's Bogus Journey
George Carlin,Bill & Ted's Bogus Journey
Alex Winter,Bill & Ted's Bogus Journey
Robin Williams,Man of the Year
Tina Fey,Man of the Year
Amy Poehler,Man of the Year
Robert Forster,The Black Hole
Maximilian Schell,The Black Hole
Yvette Mimieux,The Black Hole
Violante Placido,The American
Thekla Reuten,The American
Filippo Timi,The American
Jon Seda,Selena
Constance Marie,Selena
Jacob Vargas,Selena
Diedrich Bader,Vampires Suck
Dave Foley,Vampires Suck
Anneliese van der Pol,Vampires Suck
Brad Pitt,Babel
Harriet Walter,Babel
Dermot Crowley,Babel
Tina Fey,This Is Where I Leave You
Abigail Spencer,This Is Where I Leave You
Jane Fonda,This Is Where I Leave You
Philip Seymour Hoffman,Doubt
Meryl Streep,Doubt
Carrie Preston,Doubt
Jeremy Shada,Team America: World Police
Maurice LaMarche,Team America: World Police
Trey Parker,Team America: World Police
Gunnar Hansen,Texas Chainsaw 3D
Keram Malicki-Sánchez,Texas Chainsaw 3D
Shaun Sipos,Texas Chainsaw 3D
William McNamara,Copycat
Holly Hunter,Copycat
Harry Connick Jr.,Copycat
Marisa Saks,Scary Movie 5
Snoop Dogg,Scary Movie 5
Molly Shannon,Scary Movie 5
Clint Eastwood,Paint Your Wagon
Lee Marvin,Paint Your Wagon
Ray Walston,Paint Your Wagon
James Franco,Milk
Denis O'Hare,Milk
Lucas Grabeel,Milk
Peter Firth,Risen
Jan Cornet,Risen
María Botto,Risen
Isaiah Washington,Ghost Ship
Ron Eldard,Ghost Ship
Francesca Rettondini,Ghost Ship
Patton Oswalt,A Very Harold & Kumar 3D Christmas
Thomas Lennon,A Very Harold & Kumar 3D Christmas
Paula Garcés,A Very Harold & Kumar 3D Christmas
Bill Murray,Wild Things
Robert Wagner,Wild Things
Jeff Perry,Wild Things
Sela Ward,The Stepfather
Paige Turco,The Stepfather
Skyler Samuels,The Stepfather
Tom Wilkinson,The Debt
Jesper Christensen,The Debt
Romi Aboulafia,The Debt
Drake Bell,High Fidelity
Lili Taylor,High Fidelity
Lisa Bonet,High Fidelity
Johnny Lewis,One Missed Call
Jason Beghe,One Missed Call
Margaret Cho,One Missed Call
Joe Mantegna,Eye for an Eye
Beverly D'Angelo,Eye for an Eye
Philip Baker Hall,Eye for an Eye
Jason Statham,The Bank Job
Saffron Burrows,The Bank Job
Daniel Mays,The Bank Job
Kate Winslet,Eternal Sunshine of the Spotless Mind
Kirsten Dunst,Eternal Sunshine of the Spotless Mind
Tom Wilkinson,Eternal Sunshine of the Spotless Mind
Jamie Lee Curtis,You Again
James Wolk,You Again
Christine Lakin,You Again
Keanu Reeves,Street Kings
Chris Evans,Street Kings
Noel Gugliemi,Street Kings
Michael Smiley,The World's End
Thomas Law,The World's End
Jasper Levine,The World's End
Kay Panabaker,Nancy Drew
Laura Harring,Nancy Drew
Tate Donovan,Nancy Drew
Jay Laga'aia,Daybreakers
Damien Garvey,Daybreakers
Tiffany Lamb,Daybreakers
Mike Vogel,She's Out of My League
Kim Shaw,She's Out of My League
Geoff Stults,She's Out of My League
Leighton Meester,Monte Carlo
Luke Bracey,Monte Carlo
Brett Cullen,Monte Carlo
Adam Goldberg,Stay Alive
Frankie Muniz,Stay Alive
Samaire Armstrong,Stay Alive
Alan Rickman,Quigley Down Under
Tom Selleck,Quigley Down Under
Ben Mendelsohn,Quigley Down Under
Kevin Sussman,Alpha and Omega
Larry Miller,Alpha and Omega
Christine Lakin,Alpha and Omega
Laura Ramsey,The Covenant
Kyle Schmid,The Covenant
Toby Hemingway,The Covenant
Jeff Bridges,Stick It
Vanessa Lengies,Stick It
John Patrick Amedori,Stick It
Jimmy Bennett,Shorts
Leo Howard,Shorts
Jake Short,Shorts
Kurtwood Smith,To Die For
Wayne Knight,To Die For
Holland Taylor,To Die For
Samira Wiley,Nerve
Marc John Jefferies,Nerve
Emily Meade,Nerve
Viggo Mortensen,Appaloosa
James Gammon,Appaloosa
Tom Bower,Appaloosa
Sheryl Lee,Vampires
Cary-Hiroyuki Tagawa,Vampires
Maximilian Schell,Vampires
Janet Leigh,Psycho
Vera Miles,Psycho
John Gavin,Psycho
Dane Cook,My Best Friend's Girl
Taran Killam,My Best Friend's Girl
Riki Lindhome,My Best Friend's Girl
Alex Pettyfer,Endless Love
Bruce Greenwood,Endless Love
Rhys Wakefield,Endless Love
Hector Elizondo,Georgia Rule
Zachary Gordon,Georgia Rule
Jane Fonda,Georgia Rule
Mako,Under the Rainbow
Adam Arkin,Under the Rainbow
Billy Barty,Under the Rainbow
Matthew Broderick,Ladyhawke
John Wood,Ladyhawke
Leo McKern,Ladyhawke
Oliver Platt,Simon Birch
Jan Hooks,Simon Birch
Dana Ivey,Simon Birch
Adam Sandler,Reign Over Me
Don Cheadle,Reign Over Me
John de Lancie,Reign Over Me
Kristen Stewart,Into the Wild
William Hurt,Into the Wild
Hal Holbrook,Into the Wild
Jon Heder,School for Scoundrels
Sarah Silverman,School for Scoundrels
Jacinda Barrett,School for Scoundrels
Radha Mitchell,Silent Hill: Revelation 3D
Deborah Kara Unger,Silent Hill: Revelation 3D
Martin Donovan,Silent Hill: Revelation 3D
Quentin Tarantino,From Dusk Till Dawn
Salma Hayek,From Dusk Till Dawn
Cheech Marin,From Dusk Till Dawn
Kath Soucie,Pooh's Heffalump Movie
Brenda Blethyn,Pooh's Heffalump Movie
John Fiedler,Pooh's Heffalump Movie
Robert Downey Jr.,Home for the Holidays
Holly Hunter,Home for the Holidays
Steve Guttenberg,Home for the Holidays
Shengyi Huang,Kung Fu Hustle
Chi Ling Chiu,Kung Fu Hustle
Qiu Yuen,Kung Fu Hustle
Haley Joel Osment,The Country Bears
Alex Rocco,The Country Bears
Stephen Root,The Country Bears
Mustafa Haidari,The Kite Runner
Shaun Toub,The Kite Runner
Khalid Abdalla,The Kite Runner
Naomi Watts,21 Grams
Eddie Marsan,21 Grams
Danny Huston,21 Grams
Cole Hauser,Paparazzi
Tom Hollander,Paparazzi
Kelly Carlson,Paparazzi
Kristen Stewart,Twilight
Taylor Lautner,Twilight
Anna Kendrick,Twilight
Thomas Lennon,A Guy Thing
Lochlyn Munro,A Guy Thing
James Brolin,A Guy Thing
Andy Dick,Loser
Robert Miano,Loser
Zak Orth,Loser
Ronald Reagan,Capitalism: A Love Story
Michael Moore,Capitalism: A Love Story
Bernie Sanders,Capitalism: A Love Story
Martin Landau,The Greatest Story Ever Told
Carroll Baker,The Greatest Story Ever Told
José Ferrer,The Greatest Story Ever Told
Julia Roberts,Secret in Their Eyes
Michael Kelly,Secret in Their Eyes
Joe Cole,Secret in Their Eyes
Carmen Electra,Disaster Movie
Tony Cox,Disaster Movie
Ike Barinholtz,Disaster Movie
Andrew Fiscella,Armored
Fred Ward,Armored
Lorna Raver,Armored
Bill Murray,The Man Who Knew Too Little
Peter Gallagher,The Man Who Knew Too Little
Joanne Whalley,The Man Who Knew Too Little
Chris Evans,What's Your Number?
Ari Graynor,What's Your Number?
Ed Begley Jr.,What's Your Number?
Joseph Gilgun,Lockout
Vincent Regan,Lockout
Jacky Ido,Lockout
Amy Poehler,Envy
Ariel Gade,Envy
Sam Lerner,Envy
Jason Statham,Crank: High Voltage
Clifton Collins Jr.,Crank: High Voltage
David Carradine,Crank: High Voltage
Jim Broadbent,Bullets Over Broadway
Chazz Palminteri,Bullets Over Broadway
Dianne Wiest,Bullets Over Broadway
James Callis,One Night with the King
Tiffany Dupont,One Night with the King
Nimrat Kaur,One Night with the King
Brendan Fraser,The Quiet American
Tzi Ma,The Quiet American
Holmes Osborne,The Quiet American
Nicolas Cage,The Weather Man
Hope Davis,The Weather Man
Michael Rispoli,The Weather Man
Fisher Stevens,Undisputed
Wes Studi,Undisputed
Jon Seda,Undisputed
Aasif Mandvi,Ghost Town
Dequina Moore,Ghost Town
Jordan Carlos,Ghost Town
Taylor Cole,12 Rounds
Ashley Scott,12 Rounds
Nick Gomez,12 Rounds
Chloë Grace Moretz,Let Me In
Dylan Minnette,Let Me In
Kodi Smit-McPhee,Let Me In
Victor Wong,3 Ninjas Kick Back
Dustin Nguyen,3 Ninjas Kick Back
Don Stark,3 Ninjas Kick Back
Quinton Aaron,Be Kind Rewind
Mia Farrow,Be Kind Rewind
Melonie Diaz,Be Kind Rewind
Bob Hoskins,Mrs Henderson Presents
Christopher Guest,Mrs Henderson Presents
Sarah Solemani,Mrs Henderson Presents
Kate Winslet,Triple 9
Norman Reedus,Triple 9
Clifton Collins Jr.,Triple 9
Woody Allen,Deconstructing Harry
Lynn Cohen,Deconstructing Harry
Judy Davis,Deconstructing Harry
Matthew Perry,Three to Tango
Oliver Platt,Three to Tango
David Ramsey,Three to Tango
Bradley Cooper,Burnt
Omar Sy,Burnt
Riccardo Scamarcio,Burnt
Robert De Niro,We're No Angels
Demi Moore,We're No Angels
James Russo,We're No Angels
Natasha Lyonne,Everyone Says I Love You
Gaby Hoffmann,Everyone Says I Love You
Jeff DeRocker,Everyone Says I Love You
Peter Dinklage,Death at a Funeral
Ewen Bremner,Death at a Funeral
Kris Marshall,Death at a Funeral
Aisha Tyler,Death Sentence
Kelly Preston,Death Sentence
Edi Gathegi,Death Sentence
Robert De Niro,Everybody's Fine
James Frain,Everybody's Fine
Brendan Sexton III,Everybody's Fine
Scott Baio,Superbabies: Baby Geniuses 2
Vanessa Angel,Superbabies: Baby Geniuses 2
Peter Wingfield,Superbabies: Baby Geniuses 2
Miguel Ferrer,The Man
Susie Essman,The Man
Gigi Rice,The Man
Callum Rennie,Code Name: The Cleaner
Will Patton,Code Name: The Cleaner
Cedric the Entertainer,Code Name: The Cleaner
Debbie Reynolds,Connie and Carla
Nia Vardalos,Connie and Carla
Dash Mihok,Connie and Carla
Sammy Davis Jr.,Sweet Charity
Ricardo Montalban,Sweet Charity
Ben Vereen,Sweet Charity
Martin Dew,Inherent Vice
Katherine Waterston,Inherent Vice
Serena Scott Thomas,Inherent Vice
Jimmy Fallon,Doogal
Kylie Minogue,Doogal
Jon Stewart,Doogal
Chris Brown,Battle of the Year
Caity Lotz,Battle of the Year
Laz Alonso,Battle of the Year
Chriss Anglin,An American Carol
Geoffrey Arend,An American Carol
Gary Coleman,An American Carol
Alexa PenaVega,Machete Kills
Demián Bichir,Machete Kills
Marko Zaror,Machete Kills
Laura Harring,Willard
Ty Olsson,Willard
Jackie Burroughs,Willard
Kevin Alejandro,Strange Wilderness
Ashley Scott,Strange Wilderness
Jeff Garlin,Strange Wilderness
Jim Broadbent,Topsy-Turvy
Dexter Fletcher,Topsy-Turvy
Lesley Manville,Topsy-Turvy
Tom Wilkinson,Little Boy
Cary-Hiroyuki Tagawa,Little Boy
Michael Rapaport,Little Boy
Michael Fassbender,A Dangerous Method
Viggo Mortensen,A Dangerous Method
Sarah Gadon,A Dangerous Method
Robert Downey Jr.,A Scanner Darkly
Keanu Reeves,A Scanner Darkly
Rory Cochrane,A Scanner Darkly
Gerard Butler,Chasing Mavericks
Abigail Spencer,Chasing Mavericks
Leven Rambin,Chasing Mavericks
Catherine Lough Haggquist,Alone in the Dark
Darren Shahlavi,Alone in the Dark
Karin Konoval,Alone in the Dark
Scott Porter,Bandslam
Charlie Saxton,Bandslam
Ryan Donowho,Bandslam
Cameron Bright,Birth
Anne Heche,Birth
Danny Huston,Birth
David Oyelowo,A Most Violent Year
Ashley Williams,A Most Violent Year
Albert Brooks,A Most Violent Year
Landon Liboiron,Passchendaele
Michael Greyeyes,Passchendaele
Caroline Dhavernas,Passchendaele
Dylan Authors,Flash of Genius
Bill Lake,Flash of Genius
Victoria Learn,Flash of Genius
Christian Bale,I'm Not There.
Heath Ledger,I'm Not There.
Tyrone Benskin,I'm Not There.
Henry Cavill,The Cold Light of Day
Bruce Willis,The Cold Light of Day
Óscar Jaenada,The Cold Light of Day
Zachary Gordon,The Brothers Bloom
Maximilian Schell,The Brothers Bloom
Nora Zehetner,The Brothers Bloom
Philip Seymour Hoffman,"Synecdoche, New York"
Jennifer Jason Leigh,"Synecdoche, New York"
Samantha Morton,"Synecdoche, New York"
Minnie Driver,Princess Mononoke
Jada Pinkett Smith,Princess Mononoke
Billy Crudup,Princess Mononoke
Isabelle Adjani,Bon voyage
Peter Coyote,Bon voyage
Virginie Ledoyen,Bon voyage
Steve Guttenberg,Can't Stop the Music
Randy Jones,Can't Stop the Music
Caitlyn Jenner,Can't Stop the Music
Ray Winstone,The Proposition
Noah Taylor,The Proposition
Danny Huston,The Proposition
Donny Boaz,Courage
Finn Wittrock,Courage
Brent Anderson,Courage
Damon Wayans,Marci X
Jane Krakowski,Marci X
Paula Garcés,Marci X
Christian Bale,Equilibrium
Emily Watson,Equilibrium
Sean Pertwee,Equilibrium
Radha Mitchell,The Children of Huang Shi
Guang Li,The Children of Huang Shi
Matthew Walker,The Children of Huang Shi
Charlize Theron,The Yards
Ellen Burstyn,The Yards
Faye Dunaway,The Yards
Chazz Palminteri,The Oogieloves in the Big Balloon Adventure
Garrett Clayton,The Oogieloves in the Big Balloon Adventure
Toni Braxton,The Oogieloves in the Big Balloon Adventure
Brad Pitt,By the Sea
Angelina Jolie Pitt,By the Sea
Melvil Poupaud,By the Sea
William Hootkins,Steamboy
Robin Atkin Downes,Steamboy
Rosalind Ayres,Steamboy
Gerard Butler,The Game of Their Lives
Costas Mandylor,The Game of Their Lives
Jimmy Jean-Louis,The Game of Their Lives
Ryan Gosling,All Good Things
Kirsten Dunst,All Good Things
Frank Langella,All Good Things
Esai Morales,Rapa Nui
Jason Scott Lee,Rapa Nui
Sandrine Holt,Rapa Nui
Jiao Xu,CJ7
Yuqi Zhang,CJ7
Chi Chung Lam,CJ7
Christian Clavier,Les couloirs du temps: Les visiteurs II
Philippe Nahon,Les couloirs du temps: Les visiteurs II
Marie-Anne Chazel,Les couloirs du temps: Les visiteurs II
Marco St. John,Dylan Dog: Dead of Night
Laura Spencer,Dylan Dog: Dead of Night
Anita Briem,Dylan Dog: Dead of Night
Al Pacino,People I Know
Richard Schiff,People I Know
Mark Webber,People I Know
Djimon Hounsou,The Tempest
Reeve Carney,The Tempest
Tom Conti,The Tempest
Emma Watson,Regression
Aaron Ashmore,Regression
Julian Richings,Regression
Necar Zadegan,The Touch
Traci Dinwiddie,The Touch
Elea Oberon,The Touch
Andy Lau,Three Kingdoms: Resurrection of the Dragon
Sammo Kam-Bo Hung,Three Kingdoms: Resurrection of the Dragon
Andy On,Three Kingdoms: Resurrection of the Dragon
Gerard Butler,Shattered
Nicholas Lea,Shattered
Callum Rennie,Shattered
Leonard Nimoy,Zambezia
Phil LaMarr,Zambezia
Noureen DeWulf,Zambezia
Mani Bharathi,Ramanujan
Michael Lieber,Ramanujan
Kevin McGowan,Ramanujan
Joey D. Vieira,Dwegons and Leprechauns
Maggie Wheeler,Dwegons and Leprechauns
Jacqueline Lovell,Dwegons and Leprechauns
Robert De Niro,Hands of Stone
Jurnee Smollett-Bell,Hands of Stone
Edgar Ramírez,Hands of Stone
Milla Jovovich,Survivor
Roger Rees,Survivor
Robert Forster,Survivor
Nicolas Cage,The Frozen Ground
Radha Mitchell,The Frozen Ground
Jodi Lyn O'Keefe,The Frozen Ground
Toby Jones,The Painted Veil
Sally Hawkins,The Painted Veil
Alan David,The Painted Veil
Moritz Bleibtreu,The Baader Meinhof Complex
Alexandra Maria Lara,The Baader Meinhof Complex
Martina Gedeck,The Baader Meinhof Complex
Mary McDonnell,Dances with Wolves
Michael Spears,Dances with Wolves
Maury Chaykin,Dances with Wolves
Justin Timberlake,Bad Teacher
John Michael Higgins,Bad Teacher
Phyllis Smith,Bad Teacher
Al Pacino,Sea of Love
Michael O'Neill,Sea of Love
Ellen Barkin,Sea of Love
Dan Byrd,A Cinderella Story
Lin Shaye,A Cinderella Story
Julie Gonzalo,A Cinderella Story
David Arquette,Scream
W. Earl Brown,Scream
Roger Jackson,Scream
Shannon Elizabeth,Thir13en Ghosts
Embeth Davidtz,Thir13en Ghosts
F. Murray Abraham,Thir13en Ghosts
Scatman Crothers,The Shining
Shelley Duvall,The Shining
Joe Turkel,The Shining
Lea Thompson,Back to the Future
Thomas F. Wilson,Back to the Future
J.J. Cohen,Back to the Future
Jeffrey Combs,House on Haunted Hill
Peter Gallagher,House on Haunted Hill
Bridgette Wilson-Sampras,House on Haunted Hill
Eric Mendenhall,I Can Do Bad All by Myself
Mary J. Blige,I Can Do Bad All by Myself
Hope Olaide Wilson,I Can Do Bad All by Myself
Kari J. Kramer,Fight Valley
Erin O'Brien,Fight Valley
Cabrina Collesides,Fight Valley
Caroline Dhavernas,The Switch
Scott Elrod,The Switch
Kelli Barrett,The Switch
Taran Killam,Just Married
David Agranov,Just Married
David Moscow,Just Married
Mem Ferda,The Devil's Double
Dominic Cooper,The Devil's Double
Ludivine Sagnier,The Devil's Double
Mara Wilson,Thomas and the Magic Railroad
Colm Feore,Thomas and the Magic Railroad
Peter Fonda,Thomas and the Magic Railroad
Radha Mitchell,The Crazies
Glenn Morshower,The Crazies
John Aylward,The Crazies
Bunta Sugawara,Spirited Away
Ryûnosuke Kamiki,Spirited Away
Miyu Irino,Spirited Away
Andy Lau,Firestorm
Michael Wong,Firestorm
Terence Yin,Firestorm
Liam Neeson,The Bounty
Anthony Hopkins,The Bounty
Laurence Olivier,The Bounty
Emily Watson,The Book Thief
Sophie Nélisse,The Book Thief
Roger Allam,The Book Thief
Katrina Bowden,Sex Drive
Michael Cudlitz,Sex Drive
Alice Greczyn,Sex Drive
Adam Scott,Leap Year
Kaitlin Olson,Leap Year
Dominique McElligott,Leap Year
James Mason,The Fall of the Roman Empire
Mel Ferrer,The Fall of the Roman Empire
Stephen Boyd,The Fall of the Roman Empire
Topher Grace,Take Me Home Tonight
Michael Biehn,Take Me Home Tonight
Dan Fogler,Take Me Home Tonight
Holly Hunter,Won't Back Down
Rosie Perez,Won't Back Down
Dante Brown,Won't Back Down
Darci Kistler,The Nutcracker
Kyra Nichols,The Nutcracker
Margaret Tracey,The Nutcracker
Steve Buscemi,Kansas City
Jennifer Jason Leigh,Kansas City
Miranda Richardson,Kansas City
Logan Lerman,Indignation
Sarah Gadon,Indignation
Tracy Letts,Indignation
Jimmy Bennett,The Amityville Horror
Chloë Grace Moretz,The Amityville Horror
Ryan Reynolds,The Amityville Horror
Nicolas Cage,Adaptation.
Meryl Streep,Adaptation.
Roger Willie,Adaptation.
Tony Nappo,Land of the Dead
Shawn Roberts,Land of the Dead
Pedro Miguel Arce,Land of the Dead
Louis Koo,Out of Inferno
Angelica Lee,Out of Inferno
Ching Wan Lau,Out of Inferno
Johnny Depp,Fear and Loathing in Las Vegas
Michael Jeter,Fear and Loathing in Las Vegas
Ellen Barkin,Fear and Loathing in Las Vegas
Jennifer Garner,The Invention of Lying
Tina Fey,The Invention of Lying
Martin Starr,The Invention of Lying
Craig Roberts,Neighbors
Carla Gallo,Neighbors
Ike Barinholtz,Neighbors
Peter Greene,The Mask
Amy Yasbeck,The Mask
Reg E. Cathey,The Mask
Tom Hanks,Big
Jon Lovitz,Big
John Heard,Big
Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Ken Davitian,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Chester,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Linda Cardellini,Legally Blonde
Raquel Welch,Legally Blonde
Alanna Ubach,Legally Blonde
Leonard Nimoy,Star Trek III: The Search for Spock
Nichelle Nichols,Star Trek III: The Search for Spock
Walter Koenig,Star Trek III: The Search for Spock
Tom Wilkinson,The Exorcism of Emily Rose
Colm Feore,The Exorcism of Emily Rose
JR Bourne,The Exorcism of Emily Rose
Amy Poehler,Deuce Bigalow: Male Gigolo
Eddie Griffin,Deuce Bigalow: Male Gigolo
Bree Turner,Deuce Bigalow: Male Gigolo
Nicolas Cage,Left Behind
Lea Thompson,Left Behind
Quinton Aaron,Left Behind
Craig T. Nelson,The Family Stone
Paul Schneider,The Family Stone
Tyrone Giordano,The Family Stone
Harry Lennix,Barbershop 2: Back in Business
Sean Patrick Thomas,Barbershop 2: Back in Business
Kenan Thompson,Barbershop 2: Back in Business
Bernie Mac,Bad Santa
Tony Cox,Bad Santa
Alex Borstein,Bad Santa
Will Ferrell,Austin Powers: International Man of Mystery
Charles Napier,Austin Powers: International Man of Mystery
Robert Wagner,Austin Powers: International Man of Mystery
