title,year,duration,budget,gross,rating,language,country,numfacebooklikes
Top Gun,1986,110.0,15000000.0,176781728.0,PG,English,USA,19000
"Crouching Tiger, Hidden Dragon",2000,120.0,15000000.0,128067808.0,PG-13,Mandarin,Taiwan,0
American Beauty,1999,122.0,15000000.0,130058047.0,R,English,USA,22000
The King's Speech,2010,118.0,15000000.0,138795342.0,R,English,UK,64000
Twins,1988,107.0,15000000.0,111936400.0,PG,English,USA,0
The Yellow Handkerchief,2008,102.0,15500000.0,317040.0,PG-13,English,USA,1000
The Color Purple,1985,154.0,15000000.0,94175854.0,PG-13,English,USA,6000
Tidal Wave,2009,103.0,,,R,Korean,South Korea,558
The Imitation Game,2014,114.0,14000000.0,91121452.0,PG-13,English,UK,165000
Private Benjamin,1980,109.0,10000000.0,69800000.0,R,English,USA,855
Coal Miner's Daughter,1980,124.0,,79900000.0,PG,English,USA,0
Diary of a Wimpy Kid,2010,94.0,15000000.0,64001297.0,PG,English,USA,0
Mama,2013,100.0,20000000.0,71588220.0,PG-13,English,Canada,57000
National Lampoon's Vacation,1983,98.0,15000000.0,61400000.0,R,English,USA,0
Bad Grandpa,2013,102.0,15000000.0,101978840.0,R,English,USA,26000
The Queen,2006,94.0,9800000.0,56437947.0,PG-13,English,UK,0
Beetlejuice,1988,92.0,15000000.0,73326666.0,PG,English,USA,15000
Why Did I Get Married?,2007,113.0,15000000.0,55184721.0,PG-13,English,USA,1000
Little Women,1994,115.0,15000000.0,50003300.0,PG,English,USA,0
The Woman in Black,2012,95.0,17000000.0,54322273.0,PG-13,English,UK,29000
When a Stranger Calls,2006,87.0,15000000.0,47860214.0,PG-13,English,USA,0
Big Fat Liar,2002,88.0,15000000.0,47811275.0,PG,English,USA,896
The Deer Hunter,1978,183.0,15000000.0,,R,English,UK,11000
Wag the Dog,1997,97.0,15000000.0,43022524.0,R,English,USA,12000
The Lizzie McGuire Movie,2003,94.0,17000000.0,42672630.0,PG,English,USA,0
Snitch,2013,112.0,15000000.0,42919096.0,PG-13,English,USA,12000
Krampus,2015,98.0,15000000.0,42592530.0,PG-13,English,USA,27000
The Faculty,1998,104.0,15000000.0,40064955.0,R,English,USA,0
What's Love Got to Do with It,1993,118.0,,39100956.0,R,English,USA,0
Cop Land,1997,120.0,10000000.0,44886089.0,R,English,USA,2000
Not Another Teen Movie,2001,99.0,16000000.0,37882551.0,R,English,USA,0
End of Watch,2012,109.0,7000000.0,40983001.0,R,English,USA,38000
The Skulls,2000,106.0,15000000.0,35007180.0,PG-13,English,USA,0
The Theory of Everything,2014,123.0,15000000.0,35887263.0,PG-13,English,UK,90000
Malibu's Most Wanted,2003,86.0,16000000.0,34308901.0,PG-13,English,USA,0
Where the Heart Is,2000,120.0,15000000.0,33771174.0,PG-13,English,USA,0
Lawrence of Arabia,1962,227.0,15000000.0,6000000.0,PG,English,UK,11000
Halloween II,2009,119.0,15000000.0,33386128.0,R,English,USA,3000
Wild,2014,115.0,15000000.0,37877959.0,R,English,USA,38000
The Last House on the Left,2009,114.0,15000000.0,32721635.0,R,English,USA,0
The Wedding Date,2005,90.0,15000000.0,31585300.0,PG-13,English,USA,0
Halloween: Resurrection,2002,94.0,15000000.0,30259652.0,R,English,USA,0
The Princess Bride,1987,98.0,16000000.0,30857814.0,PG,English,USA,33000
The Great Debaters,2007,126.0,15000000.0,30226144.0,PG-13,English,USA,0
Drive,2011,100.0,15000000.0,35054909.0,R,English,USA,81000
Confessions of a Teenage Drama Queen,2004,89.0,15000000.0,29302097.0,PG,English,Germany,810
The Object of My Affection,1998,111.0,15000000.0,29106737.0,R,English,USA,849
28 Weeks Later,2007,100.0,15000000.0,28637507.0,R,English,UK,0
When the Game Stands Tall,2014,115.0,15000000.0,30127963.0,PG,English,USA,0
Because of Winn-Dixie,2005,106.0,14000000.0,32645546.0,PG,English,USA,1000
Love & Basketball,2000,124.0,15000000.0,27441122.0,PG-13,English,USA,0
Grosse Pointe Blank,1997,107.0,15000000.0,28014536.0,R,English,USA,0
All About Steve,2009,99.0,15000000.0,33860010.0,PG-13,English,USA,0
Book of Shadows: Blair Witch 2,2000,90.0,15000000.0,26421314.0,R,English,USA,949
The Craft,1996,101.0,15000000.0,24881000.0,R,English,USA,6000
Match Point,2005,119.0,15000000.0,23089926.0,R,English,UK,0
Ramona and Beezus,2010,103.0,15000000.0,26161406.0,G,English,USA,0
The Remains of the Day,1993,134.0,11500000.0,22954968.0,PG,English,UK,0
Boogie Nights,1997,155.0,15000000.0,26384919.0,R,English,USA,0
Nowhere to Run,1993,94.0,15000000.0,22189039.0,R,English,USA,466
Flicka,2006,95.0,15000000.0,20998709.0,PG,English,USA,1000
The Hills Have Eyes II,2007,89.0,15000000.0,20801344.0,R,English,USA,0
Urban Legends: Final Cut,2000,97.0,14000000.0,21468807.0,R,English,USA,243
Tuck Everlasting,2002,90.0,15000000.0,19158074.0,PG,English,USA,0
The Marine,2006,92.0,20000000.0,18843314.0,PG-13,English,USA,0
Keanu,2016,100.0,15000000.0,20566327.0,R,English,USA,0
Country Strong,2010,117.0,15000000.0,20218921.0,PG-13,English,Official site,0
Disturbing Behavior,1998,84.0,15000000.0,17411331.0,R,English,Australia,673
The Place Beyond the Pines,2012,140.0,15000000.0,21383298.0,R,English,USA,47000
The November Man,2014,108.0,15000000.0,24984868.0,R,English,USA,0
Eye of the Beholder,1999,109.0,15000000.0,16459004.0,R,English,Canada,327
The Hurt Locker,2008,131.0,15000000.0,15700000.0,R,English,USA,16000
Firestarter,1984,114.0,15000000.0,15100000.0,R,English,USA,0
Killing Them Softly,2012,97.0,15000000.0,14938570.0,R,English,USA,20000
A Most Wanted Man,2014,122.0,15000000.0,17237244.0,R,English,UK,13000
Freddy Got Fingered,2001,87.0,15000000.0,14249005.0,R,English,USA,0
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,85.0,15000000.0,12701880.0,G,English,USA,175
U2 3D,2007,85.0,,10353690.0,G,English,USA,116
Highlander: Endgame,2000,101.0,15000000.0,12801190.0,R,English,USA,356
Idlewild,2006,121.0,15000000.0,12549485.0,R,English,USA,489
One Day,2011,107.0,15000000.0,13766014.0,PG-13,English,USA,49000
Whip It,2009,111.0,15000000.0,13034417.0,PG-13,English,USA,10000
Knockaround Guys,2001,92.0,,11632420.0,R,English,USA,566
Confidence,2003,97.0,15000000.0,12212417.0,R,English,USA,622
The Muse,1999,97.0,15000000.0,11614236.0,PG-13,English,USA,251
De-Lovely,2004,125.0,20000000.0,13337299.0,PG-13,English,USA,1000
New York Stories,1989,124.0,15000000.0,10763469.0,PG,English,USA,877
Barney's Great Adventure,1998,76.0,15000000.0,11144518.0,G,English,Canada,436
The Man with the Iron Fists,2012,107.0,15000000.0,15608545.0,R,English,USA,29000
Home Fries,1998,91.0,15000000.0,10443316.0,PG-13,English,USA,247
Here on Earth,2000,96.0,15000000.0,10494147.0,PG-13,English,USA,648
Brazil,1985,142.0,15000000.0,9929000.0,R,English,UK,16000
Raise Your Voice,2004,103.0,15000000.0,10411980.0,PG,English,USA,1000
The Big Lebowski,1998,117.0,15000000.0,17439163.0,R,English,USA,35000
Black Snake Moan,2006,116.0,15000000.0,9396487.0,R,English,USA,0
Dark Blue,2002,118.0,15000000.0,9059588.0,R,English,USA,455
A Mighty Heart,2007,108.0,16000000.0,9172810.0,R,English,USA,923
Whatever It Takes,2000,94.0,15000000.0,8735529.0,PG-13,English,USA,816
Boat Trip,2002,97.0,20000000.0,8586376.0,R,English,USA,1000
The Importance of Being Earnest,2002,97.0,15000000.0,8378141.0,PG,English,UK,0
The Love Letter,1998,99.0,,,Unrated,English,USA,515
Hoot,2006,91.0,15000000.0,8080116.0,PG,English,USA,647
In Bruges,2008,107.0,15000000.0,7757130.0,R,English,UK,32000
Peeples,2013,95.0,15000000.0,9123834.0,PG-13,English,USA,0
The Rocker,2008,102.0,15000000.0,6409206.0,PG-13,English,USA,0
Post Grad,2009,88.0,15000000.0,6373693.0,PG-13,English,USA,0
Promised Land,2012,106.0,15000000.0,7556708.0,R,English,USA,10000
Whatever Works,2009,92.0,15000000.0,5306447.0,PG-13,English,USA,10000
The In Crowd,2000,105.0,15000000.0,5217498.0,PG-13,English,USA,157
Three Burials,2005,107.0,15000000.0,5023275.0,R,English,France,0
Jakob the Liar,1999,120.0,15000000.0,4956401.0,PG-13,English,France,0
Kiss Kiss Bang Bang,2005,103.0,15000000.0,4235837.0,R,English,USA,0
Idle Hands,1999,92.0,20000000.0,4002955.0,R,English,USA,0
Mulholland Drive,2001,147.0,15000000.0,7219578.0,R,English,France,16000
Blood and Chocolate,2007,98.0,,3525161.0,PG-13,English,USA,0
You Will Meet a Tall Dark Stranger,2010,98.0,22000000.0,3247816.0,R,English,USA,0
Never Let Me Go,2010,103.0,15000000.0,2412045.0,R,English,UK,33000
Transsiberian,2008,111.0,15000000.0,2203641.0,R,English,Spain,0
The Clan of the Cave Bear,1986,98.0,15000000.0,1953732.0,R,English,USA,843
Crazy in Alabama,1999,111.0,15000000.0,1954202.0,PG-13,English,USA,391
Funny Games,2007,111.0,15000000.0,1294640.0,R,English,USA,0
Listening,2014,100.0,,,,English,Cambodia,708
Felicia's Journey,1999,116.0,,819852.0,PG-13,English,Canada,284
Metropolis,1927,145.0,6000000.0,26435.0,Not Rated,German,Germany,12000
District B13,2004,84.0,12000000.0,1197786.0,R,French,France,0
Things to Do in Denver When You're Dead,1995,115.0,7000000.0,529766.0,R,English,USA,0
The Assassin,2015,105.0,15000000.0,613556.0,Not Rated,Mandarin,Taiwan,0
Buffalo Soldiers,2001,98.0,15000000.0,353743.0,R,English,UK,664
The Return,2003,99.0,,502028.0,Unrated,Russian,Russia,0
Ong-bak 2,2008,110.0,300000000.0,102055.0,R,Thai,Thailand,0
Centurion,2010,97.0,,122288.0,R,English,UK,0
Silent Trigger,1996,88.0,9000000.0,,R,English,Canada,154
The Midnight Meat Train,2008,103.0,15000000.0,73548.0,R,English,USA,0
Winnie Mandela,2011,104.0,15000000.0,,R,English,South Africa,705
The Son of No One,2011,90.0,15000000.0,28870.0,R,English,USA,0
All the Queen's Men,2001,105.0,25000000.0,22723.0,PG-13,English,Germany,193
The Good Night,2007,93.0,15000000.0,20380.0,R,English,USA,445
Bathory: Countess of Blood,2008,141.0,,,R,English,Slovakia,0
Khumba,2013,85.0,20000000.0,,Not Rated,English,South Africa,0
Automata,2014,109.0,7000000.0,,R,English,Bulgaria,13000
Dungeons & Dragons: Wrath of the Dragon God,2005,105.0,15000000.0,,Not Rated,English,Germany,473
Chiamatemi Francesco - Il Papa della gente,2015,98.0,15000000.0,,,Spanish,Italy,18
Shinjuku Incident,2009,119.0,15000000.0,,R,Mandarin,Hong Kong,821
Pandaemonium,2000,124.0,15000000.0,,PG-13,English,UK,277
Groundhog Day,1993,101.0,14600000.0,70906973.0,PG,English,USA,38000
Magic Mike XXL,2015,115.0,14800000.0,66009973.0,R,English,USA,41000
Romeo + Juliet,1996,120.0,14500000.0,46338728.0,PG-13,English,USA,10000
Sarah's Key,2010,111.0,10000000.0,7691700.0,PG-13,French,France,0
Freedom,2014,94.0,14500000.0,,R,English,USA,998
Unforgiven,1992,131.0,14400000.0,101157447.0,R,English,USA,10000
Manderlay,2005,139.0,14200000.0,74205.0,Not Rated,English,Denmark,1000
Slumdog Millionaire,2008,120.0,15000000.0,141319195.0,R,English,UK,13000
Fatal Attraction,1987,119.0,14000000.0,156645693.0,R,English,USA,3000
Pretty Woman,1990,125.0,14000000.0,178406268.0,R,English,USA,11000
Crocodile Dundee II,1988,108.0,15800000.0,109306210.0,PG,English,Australia,489
Broken Horses,2015,101.0,15000000.0,,R,English,USA,0
Born on the Fourth of July,1989,145.0,14000000.0,70001698.0,R,English,USA,4000
Cool Runnings,1993,98.0,15000000.0,68856263.0,PG,English,USA,0
My Bloody Valentine,2009,101.0,15000000.0,51527787.0,R,English,USA,0
Stomp the Yard,2007,109.0,14000000.0,61356221.0,PG-13,English,USA,0
The Spy Who Loved Me,1977,123.0,14000000.0,46800000.0,PG,English,UK,0
Urban Legend,1998,99.0,14000000.0,38048637.0,R,English,USA,0
Good Deeds,2012,110.0,,35010192.0,PG-13,English,USA,0
White Fang,1991,107.0,14000000.0,34793160.0,PG,English,USA,0
Superstar,1999,81.0,14000000.0,30628981.0,PG-13,English,USA,2000
The Iron Lady,2011,105.0,13000000.0,29959436.0,PG-13,English,UK,18000
Jonah: A VeggieTales Movie,2002,82.0,14000000.0,25571351.0,G,English,USA,184
Poetic Justice,1993,109.0,14000000.0,27515786.0,R,English,USA,0
All About the Benjamins,2002,95.0,14000000.0,25482931.0,R,English,USA,530
Vampire in Brooklyn,1995,100.0,20000000.0,19900000.0,R,English,USA,1000
Exorcist II: The Heretic,1977,118.0,14000000.0,,R,English,USA,889
An American Haunting,2005,91.0,14000000.0,16298046.0,PG-13,English,UK,0
My Boss's Daughter,2003,90.0,14000000.0,15549702.0,PG-13,English,USA,411
A Perfect Getaway,2009,108.0,14000000.0,15483540.0,R,English,USA,4000
Our Family Wedding,2010,103.0,14000000.0,20246959.0,PG-13,English,USA,1000
Dead Man on Campus,1998,96.0,14000000.0,15062898.0,R,English,USA,645
Tea with Mussolini,1999,117.0,12000000.0,14348123.0,PG,English,Italy,970
Thinner,1996,93.0,8500000.0,15171475.0,R,English,USA,0
"New York, New York",1977,136.0,14000000.0,,PG,English,USA,932
Crooklyn,1994,115.0,14000000.0,13640000.0,PG-13,English,USA,905
I Think I Love My Wife,2007,94.0,,12550242.0,R,English,USA,488
Jason X,2001,85.0,11000000.0,12610731.0,R,English,USA,0
Bobby,2006,112.0,14000000.0,11204499.0,R,English,USA,0
Head Over Heels,2001,86.0,14000000.0,10397365.0,PG-13,English,USA,613
Fun Size,2012,86.0,14000000.0,9402410.0,PG-13,English,USA,0
The Diving Bell and the Butterfly,2007,112.0,,5990075.0,PG-13,French,France,13000
Little Children,2006,137.0,26000000.0,5459824.0,R,English,USA,5000
Gossip,2000,90.0,24000000.0,5108820.0,R,English,USA,853
A Walk on the Moon,1999,107.0,14000000.0,4741987.0,R,English,USA,860
Catch a Fire,2006,98.0,14000000.0,4291965.0,PG-13,English,France,447
Soul Survivors,2001,84.0,14000000.0,3100650.0,PG-13,English,USA,231
Jefferson in Paris,1995,139.0,14000000.0,2474000.0,PG-13,English,France,127
Easy Virtue,2008,97.0,,2656324.0,PG-13,English,UK,2000
Caravans,1978,127.0,14000000.0,1000000.0,PG,English,Iran,76
Mr. Turner,2014,150.0,8200000.0,3958500.0,R,English,UK,0
Wild Grass,2009,104.0,,403649.0,PG,French,France,512
Amen.,2002,132.0,103000000.0,274299.0,Unrated,English,France,0
Reign of Assassins,2010,117.0,12000000.0,,R,Mandarin,China,1000
The Lucky Ones,2008,115.0,15000000.0,183088.0,R,English,USA,702
Margaret,2011,186.0,14000000.0,46495.0,R,English,USA,0
Stan Helsing,2009,90.0,,,R,English,Canada,934
Flipped,2010,90.0,14000000.0,1752214.0,PG,English,USA,14000
Brokeback Mountain,2005,134.0,14000000.0,83025853.0,R,English,USA,13000
Clueless,1995,97.0,12000000.0,56631572.0,PG-13,English,USA,0
Far from Heaven,2002,107.0,13500000.0,15854988.0,PG-13,English,USA,0
Hot Tub Time Machine 2,2015,99.0,14000000.0,12282677.0,R,English,USA,0
Quills,2000,124.0,13500000.0,7060876.0,R,English,UK,0
Seven Psychopaths,2012,110.0,15000000.0,14989761.0,R,English,UK,52000
The Caveman's Valentine,2001,105.0,,687081.0,R,English,USA,329
Downfall,2004,178.0,13500000.0,5501940.0,R,German,Germany,14000
The Sea Inside,2004,125.0,10000000.0,2086345.0,PG-13,Spanish,Spain,0
Under the Skin,2013,108.0,,2605039.0,R,English,UK,29000
"Good Morning, Vietnam",1987,121.0,13000000.0,123922370.0,R,English,USA,0
The Last Godfather,2010,100.0,13400000.0,163591.0,PG-13,English,South Korea,502
Justin Bieber: Never Say Never,2011,115.0,13000000.0,73000942.0,G,English,USA,62000
Black Swan,2010,108.0,13000000.0,106952327.0,R,English,USA,106000
The Godfather: Part II,1974,220.0,13000000.0,57300000.0,R,English,USA,14000
Save the Last Dance,2001,112.0,13000000.0,91038276.0,PG-13,English,USA,0
A Nightmare on Elm Street 4: The Dream Master,1988,99.0,7000000.0,49369900.0,R,English,USA,0
Miracles from Heaven,2016,109.0,13000000.0,61693523.0,PG,English,USA,16000
"Dude, Where's My Car?",2000,83.0,13000000.0,46729374.0,PG-13,English,USA,0
Young Guns,1988,107.0,13000000.0,44726644.0,R,English,USA,0
St. Vincent,2014,102.0,13000000.0,44134898.0,PG-13,English,USA,33000
About Last Night,2014,100.0,12500000.0,48637684.0,R,English,USA,0
10 Things I Hate About You,1999,97.0,16000000.0,38176108.0,PG-13,English,USA,10000
The New Guy,2002,92.0,13000000.0,28972187.0,PG-13,English,USA,1000
Loaded Weapon 1,1993,84.0,8200000.0,27979400.0,PG-13,English,USA,0
The Shallows,2016,86.0,17000000.0,54257433.0,PG-13,English,USA,0
The Butterfly Effect,2004,120.0,13000000.0,23947.0,R,English,USA,15000
Snow Day,2000,89.0,13000000.0,60008303.0,PG,English,USA,0
This Christmas,2007,117.0,13000000.0,49121934.0,PG-13,English,USA,0
Baby Geniuses,1999,97.0,18000000.0,27141959.0,PG,English,USA,0
The Big Hit,1998,91.0,13000000.0,27052167.0,R,English,USA,934
Harriet the Spy,1996,100.0,13000000.0,26539321.0,PG,English,USA,833
Child's Play 2,1990,72.0,13000000.0,28501605.0,R,English,USA,0
No Good Deed,2014,84.0,13200000.0,52543632.0,PG-13,English,USA,0
The Mist,2007,126.0,18000000.0,25592632.0,R,English,USA,20000
Ex Machina,2015,108.0,15000000.0,25440971.0,R,English,UK,109000
Being John Malkovich,1999,112.0,13000000.0,22858926.0,R,English,USA,0
Two Can Play That Game,2001,90.0,6000000.0,22235901.0,R,English,USA,593
Earth to Echo,2014,91.0,13000000.0,38916903.0,PG,English,USA,0
Crazy/Beautiful,2001,135.0,14000000.0,16929123.0,PG-13,English,USA,0
Letters from Iwo Jima,2006,141.0,19000000.0,13753931.0,R,Japanese,USA,5000
The Astronaut Farmer,2006,104.0,13000000.0,10996440.0,PG,English,USA,862
Woo,1998,84.0,13000000.0,8026971.0,R,English,USA,204
Room,2015,118.0,13000000.0,14677654.0,R,English,Ireland,72000
Dirty Work,1998,82.0,13000000.0,9975684.0,PG-13,English,Canada,679
Serial Mom,1994,95.0,13000000.0,7881335.0,R,English,USA,3000
Dick,1999,94.0,13000000.0,6241697.0,PG-13,English,France,0
Light It Up,1999,99.0,13000000.0,5871603.0,R,English,USA,251
54,1998,121.0,13000000.0,16574731.0,R,English,USA,0
Bubble Boy,2001,84.0,13000000.0,5002310.0,PG-13,English,USA,0
Birthday Girl,2001,93.0,13000000.0,4919896.0,R,English,UK,618
21 & Over,2013,93.0,13000000.0,25675765.0,R,English,USA,11000
"Paris, je t'aime",2006,120.0,13000000.0,4857376.0,R,French,France,0
Resurrecting the Champ,2007,112.0,13000000.0,3169424.0,PG-13,English,USA,689
Admission,2013,107.0,13000000.0,18004225.0,PG-13,English,USA,5000
The Widow of Saint-Pierre,2000,112.0,100000000.0,3058380.0,R,French,France,186
Chloe,2009,96.0,11000000.0,3074838.0,R,English,USA,0
Faithful,1996,91.0,13000000.0,2104000.0,R,English,USA,69
Find Me Guilty,2006,125.0,13000000.0,1172769.0,R,English,Germany,0
The Perks of Being a Wallflower,2012,102.0,13000000.0,17738570.0,PG-13,English,USA,131000
Excessive Force,1993,87.0,3000000.0,1200000.0,R,English,USA,107
Infamous,2006,118.0,13000000.0,1150403.0,R,English,USA,0
The Claim,2000,115.0,20000000.0,403932.0,R,English,UK,141
The Vatican Tapes,2015,91.0,8495000.0,1712111.0,PG-13,English,USA,0
Attack the Block,2011,88.0,13000000.0,1024175.0,R,English,UK,18000
In the Land of Blood and Honey,2011,127.0,13000000.0,301305.0,R,Bosnian,USA,0
The Call,2013,94.0,13000000.0,51872378.0,R,English,USA,23000
Operation Chromite,2016,115.0,12620000.0,31662.0,,English,South Korea,139
The Crocodile Hunter: Collision Course,2002,90.0,13000000.0,28399192.0,PG,English,Australia,332
I Love You Phillip Morris,2009,102.0,13000000.0,2035566.0,R,English,France,11000
Quest for Fire,1981,100.0,12500000.0,,R,None,Canada,0
Antwone Fisher,2002,117.0,12500000.0,21078145.0,PG-13,English,USA,0
The Emperor's Club,2002,109.0,12500000.0,14060950.0,PG-13,English,USA,0
True Romance,1993,121.0,13000000.0,12281500.0,R,English,USA,15000
Womb,2010,111.0,3660000.0,,Unrated,English,Germany,0
Glengarry Glen Ross,1992,100.0,12500000.0,10725228.0,R,English,USA,0
The Killer Inside Me,2010,109.0,13000000.0,214966.0,R,English,USA,0
Cat People,1982,93.0,18000000.0,,R,English,USA,0
Sorority Row,2009,101.0,16000000.0,11956207.0,R,English,USA,0
The Prisoner of Zenda,1937,101.0,,,Approved,English,USA,337
Lars and the Real Girl,2007,106.0,12000000.0,5949693.0,PG-13,English,USA,19000
The Boy in the Striped Pajamas,2008,94.0,12500000.0,9030581.0,PG-13,English,UK,38000
Dancer in the Dark,2000,140.0,12800000.0,4157491.0,R,English,Denmark,0
Oscar and Lucinda,1997,132.0,16000000.0,1508689.0,R,English,USA,329
The Funeral,1996,99.0,12500000.0,1227324.0,R,English,USA,344
Solitary Man,2009,90.0,15000000.0,4360548.0,R,English,USA,0
Machete,2010,105.0,10500000.0,26589953.0,R,English,USA,44000
Casino Jack,2010,108.0,15000000.0,1039869.0,R,English,Canada,0
The Land Before Time,1988,69.0,12500000.0,48092846.0,G,English,USA,5000
Tae Guk Gi: The Brotherhood of War,2004,148.0,12800000.0,1110186.0,R,Korean,South Korea,0
The Perfect Game,2009,118.0,12500000.0,1089445.0,PG,English,Canada,0
The Exorcist,1973,132.0,8000000.0,204565000.0,R,English,USA,18000
Jaws,1975,130.0,8000000.0,260000000.0,PG,English,USA,21000
American Pie,1999,95.0,11000000.0,101736215.0,R,English,USA,0
Ernest & Celestine,2012,80.0,9600000.0,71442.0,PG,French,France,0
The Golden Child,1986,94.0,25000000.0,79817937.0,PG-13,English,USA,0
Think Like a Man,2012,122.0,12000000.0,91547205.0,PG-13,English,USA,0
Barbershop,2002,102.0,12000000.0,75074950.0,PG-13,English,USA,770
Star Trek II: The Wrath of Khan,1982,116.0,11000000.0,78900000.0,PG,English,USA,0
Ace Ventura: Pet Detective,1994,78.0,12000000.0,72217000.0,PG-13,English,USA,0
WarGames,1983,114.0,12000000.0,79568000.0,PG,English,USA,0
Witness,1985,112.0,12000000.0,65500000.0,R,English,USA,0
Act of Valor,2012,110.0,12000000.0,70011073.0,R,English,USA,15000
Step Up,2006,104.0,12000000.0,65269010.0,PG-13,English,USA,0
Beavis and Butt-Head Do America,1996,81.0,12000000.0,63071133.0,PG-13,English,USA,0
Jackie Brown,1997,154.0,12000000.0,39647595.0,R,English,USA,0
Harold & Kumar Escape from Guantanamo Bay,2008,102.0,12000000.0,38087366.0,R,English,USA,0
Chronicle,2012,89.0,12000000.0,64572496.0,PG-13,English,USA,32000
Yentl,1983,132.0,12000000.0,30400000.0,PG,English,UK,0
Time Bandits,1981,103.0,5000000.0,42365600.0,PG,English,UK,0
Crossroads,2002,93.0,12000000.0,37188667.0,PG-13,English,USA,0
Project X,2012,93.0,12000000.0,54724272.0,R,English,USA,29000
Patton,1970,172.0,12000000.0,,GP,English,USA,0
One Hour Photo,2002,96.0,12000000.0,31597131.0,R,English,USA,0
Quarantine,2008,89.0,12000000.0,31691811.0,R,English,USA,0
The Eye,2008,92.0,12000000.0,31397498.0,PG-13,English,USA,0
Johnson Family Vacation,2004,97.0,12000000.0,31179516.0,PG-13,English,USA,243
How High,2001,93.0,12000000.0,31155435.0,R,English,USA,0
The Muppet Christmas Carol,1992,89.0,12000000.0,27281507.0,G,English,USA,0
Frida,2002,123.0,12000000.0,25776062.0,R,English,USA,0
Katy Perry: Part of Me,2012,93.0,12000000.0,25240988.0,PG,English,USA,0
The Fault in Our Stars,2014,133.0,12000000.0,124868837.0,PG-13,English,USA,93000
Rounders,1998,121.0,12000000.0,22905674.0,R,English,USA,0
Top Five,2014,102.0,12000000.0,25277561.0,R,English,USA,0
Prophecy,1979,102.0,12000000.0,,PG,English,USA,902
Stir of Echoes,1999,99.0,12000000.0,21133087.0,R,English,USA,0
Philomena,2013,98.0,12000000.0,37707719.0,PG-13,English,UK,37000
The Upside of Anger,2005,118.0,9000000.0,18761993.0,R,English,USA,549
The Boys from Brazil,1978,125.0,12000000.0,,R,English,UK,0
Aquamarine,2006,104.0,12000000.0,18595716.0,PG,English,USA,0
Paper Towns,2015,109.0,12000000.0,31990064.0,PG-13,English,USA,0
My Baby's Daddy,2004,86.0,,17321573.0,PG-13,English,USA,151
Nebraska,2013,115.0,12000000.0,17613460.0,R,English,USA,28000
Tales from the Crypt: Demon Knight,1995,92.0,13000000.0,21088568.0,R,English,USA,0
Max Keeble's Big Move,2001,91.0,12000000.0,17292381.0,PG,English,USA,371
Young Adult,2011,94.0,12000000.0,16300302.0,R,English,USA,0
Crank,2006,93.0,12000000.0,27829874.0,R,English,USA,0
How to Be a Player,1997,93.0,,13960203.0,R,English,USA,439
Living Out Loud,1998,100.0,12000000.0,12902790.0,R,English,USA,242
Just Wright,2010,100.0,,21520719.0,PG,English,USA,0
Rachel Getting Married,2008,113.0,,12796277.0,R,English,USA,0
The Postman Always Rings Twice,1981,122.0,12000000.0,,R,English,USA,1000
Girl with a Pearl Earring,2003,100.0,,11634362.0,PG-13,English,UK,0
Das Boot,1981,293.0,14000000.0,11433134.0,R,German,West Germany,11000
Sorority Boys,2002,93.0,12000000.0,10198766.0,R,English,USA,507
About Time,2013,123.0,12000000.0,15294553.0,R,English,UK,105000
House of Flying Daggers,2004,119.0,100000000.0,11041228.0,PG-13,Mandarin,China,0
Arbitrage,2012,107.0,12000000.0,7918283.0,R,English,USA,0
Project Almanac,2015,106.0,12000000.0,22331028.0,PG-13,English,USA,0
Cadillac Records,2008,109.0,12000000.0,8134217.0,R,English,USA,0
Screwed,2000,81.0,10000000.0,6982680.0,PG-13,English,USA,262
Fortress,1992,95.0,8000000.0,6739141.0,R,English,Australia,1000
For Your Consideration,2006,86.0,12000000.0,5542025.0,PG-13,English,USA,650
Celebrity,1998,113.0,12000000.0,5032496.0,R,English,USA,652
Running with Scissors,2006,122.0,12000000.0,6754898.0,R,English,USA,0
From Justin to Kelly,2003,90.0,12000000.0,4922166.0,PG,English,USA,0
Girl 6,1996,108.0,12000000.0,4903000.0,R,English,USA,251
In the Cut,2003,113.0,12000000.0,4717455.0,R,English,Australia,656
Two Lovers,2008,110.0,12000000.0,3148482.0,R,English,USA,0
Last Orders,2001,109.0,12000000.0,2326407.0,R,English,UK,305
The Pursuit of D.B. Cooper,1981,100.0,12000000.0,,PG,English,USA,135
Ravenous,1999,101.0,12000000.0,2060953.0,R,English,Czech Republic,0
Charlie Bartlett,2007,97.0,12000000.0,3950294.0,R,English,USA,0
The Great Beauty,2013,172.0,9200000.0,2835886.0,Not Rated,Italian,Italy,29000
The Dangerous Lives of Altar Boys,2002,104.0,12000000.0,1779284.0,R,English,USA,677
Stoker,2013,99.0,12000000.0,1702277.0,R,English,UK,27000
2046,2004,129.0,12000000.0,261481.0,R,Cantonese,Hong Kong,0
Married Life,2007,91.0,12000000.0,1506998.0,PG-13,English,USA,314
Duma,2005,100.0,12000000.0,860002.0,PG,English,USA,0
Ondine,2009,111.0,12000000.0,548934.0,PG-13,English,Ireland,0
Brother,2000,114.0,10000000.0,447750.0,R,English,USA,0
Welcome to Collinwood,2002,86.0,12000000.0,333976.0,R,English,USA,423
Critical Care,1997,107.0,12000000.0,141853.0,R,English,Australia,88
