movie_title,numreviews,imdb_score
Sausage Party,65.0,7.5
Pitch Perfect 2,221.0,6.5
Walk the Line,291.0,7.9
Keeping the Faith,148.0,6.4
The Borrowers,42.0,5.8
Frost/Nixon,302.0,7.7
Confessions of a Dangerous Mind,181.0,7.1
Serving Sara,64.0,5.3
The Boss,154.0,5.3
Cry Freedom,17.0,7.5
Mumford,65.0,6.9
Seed of Chucky,148.0,4.9
The Jacket,161.0,7.1
Aladdin,124.0,8.0
Straight Outta Compton,349.0,7.9
Indiana Jones and the Temple of Doom,148.0,7.6
The Rugrats Movie,45.0,5.9
Along Came a Spider,133.0,6.3
Florence Foster Jenkins,87.0,7.1
Once Upon a Time in Mexico,178.0,6.4
Die Hard,233.0,8.2
Role Models,173.0,6.9
The Big Short,426.0,7.8
Taking Woodstock,210.0,6.7
Miracle,129.0,7.5
Dawn of the Dead,287.0,7.4
The Wedding Planner,108.0,5.2
Harlock: Space Pirate,62.0,6.5
The Royal Tenenbaums,220.0,7.6
Identity,136.0,7.3
Last Vegas,222.0,6.6
For Your Eyes Only,112.0,6.8
Serendipity,122.0,6.9
Timecop,62.0,5.8
Zoolander,135.0,6.6
Safe Haven,184.0,6.7
Hocus Pocus,36.0,6.7
No Reservations,171.0,6.3
Kick-Ass,447.0,7.7
30 Minutes or Less,220.0,6.1
Dracula 2000,122.0,4.9
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",119.0,6.2
Pride & Prejudice,177.0,7.8
Blade Runner,302.0,8.2
Rob Roy,44.0,6.9
3 Days to Kill,211.0,6.2
We Own the Night,222.0,6.9
Lost Souls,100.0,4.8
Just My Luck,98.0,5.3
"Mystery, Alaska",74.0,6.7
The Spy Next Door,97.0,5.4
A Simple Wish,21.0,5.4
Ghosts of Mars,156.0,4.9
Our Brand Is Crisis,125.0,6.1
Pride and Prejudice and Zombies,225.0,5.8
Kundun,85.0,7.0
How to Lose Friends & Alienate People,135.0,6.5
Kick-Ass 2,350.0,6.6
Captain Alatriste: The Spanish Musketeer,31.0,6.1
Brick Mansions,177.0,5.7
Octopussy,106.0,6.6
Knocked Up,251.0,7.0
My Sister's Keeper,148.0,7.4
"Welcome Home, Roscoe Jenkins",76.0,5.3
A Passage to India,52.0,7.4
Notes on a Scandal,220.0,7.4
Rendition,131.0,6.8
Star Trek VI: The Undiscovered Country,112.0,7.2
Divine Secrets of the Ya-Ya Sisterhood,93.0,6.0
Kiss the Girls,83.0,6.6
The Blues Brothers,125.0,7.9
The Sisterhood of the Traveling Pants 2,73.0,6.2
Joyful Noise,98.0,5.7
About a Boy,158.0,7.1
Lake Placid,152.0,5.6
Lucky Number Slevin,202.0,7.8
The Right Stuff,80.0,7.9
Anonymous,288.0,6.9
The NeverEnding Story,99.0,7.4
Dark City,222.0,7.7
The Duchess,194.0,6.9
Return to Oz,56.0,6.7
The Newton Boys,63.0,6.0
Case 39,167.0,6.2
Suspect Zero,101.0,5.9
Martian Child,118.0,6.8
Spy Kids: All the Time in the World in 4D,76.0,3.6
Money Monster,268.0,6.7
Formula 51,95.0,6.3
Flawless,78.0,6.4
Mindhunters,127.0,6.4
What Just Happened,137.0,5.7
The Statement,54.0,6.2
The Magic Flute,38.0,6.6
Paul Blart: Mall Cop,167.0,5.2
Freaky Friday,129.0,6.1
The 40-Year-Old Virgin,217.0,7.1
Shakespeare in Love,134.0,7.2
A Walk Among the Tombstones,253.0,6.5
Kindergarten Cop,46.0,6.0
Pineapple Express,232.0,7.0
Ever After: A Cinderella Story,92.0,7.0
Open Range,153.0,7.5
Flatliners,49.0,6.6
A Bridge Too Far,56.0,7.4
Red Eye,224.0,6.5
Final Destination 2,175.0,6.2
"O Brother, Where Art Thou?",197.0,7.8
Legion,226.0,5.2
Pain & Gain,335.0,6.5
In Good Company,157.0,6.5
Clockstoppers,69.0,5.2
Silverado,46.0,7.2
Brothers,217.0,7.1
Agent Cody Banks 2: Destination London,55.0,4.5
New Year's Eve,200.0,5.7
Original Sin,93.0,6.0
The Raven,265.0,6.4
Welcome to Mooseport,82.0,5.2
Highlander: The Final Dimension,32.0,4.3
Blood and Wine,42.0,6.1
Snow White: A Tale of Terror,22.0,6.3
The Curse of the Jade Scorpion,116.0,6.8
Accidental Love,56.0,4.0
Flipper,23.0,5.2
Self/less,178.0,6.5
The Constant Gardener,226.0,7.5
The Passion of the Christ,406.0,7.1
Mrs. Doubtfire,57.0,6.9
Rain Man,100.0,8.0
Gran Torino,366.0,8.2
W.,242.0,6.4
Taken,309.0,7.9
The Best of Me,85.0,6.7
The Bodyguard,48.0,6.1
Schindler's List,174.0,8.9
The Help,373.0,8.1
The Fifth Estate,224.0,6.2
Scooby-Doo 2: Monsters Unleashed,94.0,4.9
Viy,25.0,5.4
Freddy vs. Jason,273.0,5.8
The Face of an Angel,78.0,4.7
Jimmy Neutron: Boy Genius,66.0,6.0
Cloverfield,459.0,7.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,68.0,6.0
The Untouchables,123.0,7.9
No Country for Old Men,488.0,8.1
Ride Along,146.0,6.2
Bridget Jones's Diary,168.0,6.7
Chocolat,152.0,7.3
"Legally Blonde 2: Red, White & Blonde",133.0,4.6
Parental Guidance,139.0,6.1
No Strings Attached,245.0,6.2
Tombstone,84.0,7.8
Romeo Must Die,70.0,6.1
The Omen,154.0,7.6
Final Destination 3,216.0,5.8
The Lucky One,170.0,6.5
Bridge to Terabithia,181.0,7.2
Finding Neverland,226.0,7.8
A Madea Christmas,24.0,4.7
The Grey,408.0,6.8
Hide and Seek,180.0,5.9
Anchorman: The Legend of Ron Burgundy,181.0,7.2
Goodfellas,192.0,8.7
Agent Cody Banks,79.0,5.0
Nanny McPhee,128.0,6.6
Scarface,147.0,8.3
Nothing to Lose,49.0,6.7
The Last Emperor,75.0,7.8
Contraband,270.0,6.5
Money Talks,29.0,6.1
There Will Be Blood,398.0,8.1
The Wild Thornberrys Movie,38.0,5.2
Rugrats Go Wild,45.0,5.6
Undercover Brother,81.0,5.8
The Sisterhood of the Traveling Pants,88.0,6.6
Kiss of the Dragon,116.0,6.6
The House Bunny,129.0,5.5
Beauty Shop,72.0,5.5
Million Dollar Arm,151.0,7.0
The Giver,198.0,6.5
What a Girl Wants,66.0,5.8
Jeepers Creepers II,167.0,5.6
Good Luck Chuck,127.0,5.6
Cradle 2 the Grave,109.0,5.8
The Hours,174.0,7.6
She's the Man,91.0,6.4
Mr. Bean's Holiday,151.0,6.3
Anacondas: The Hunt for the Blood Orchid,94.0,4.6
Blood Ties,91.0,6.5
August Rush,148.0,7.5
Elizabeth,141.0,7.5
Bride of Chucky,114.0,5.3
Tora! Tora! Tora!,79.0,7.5
Spice World,33.0,3.3
The Sitter,146.0,5.7
Dance Flick,83.0,3.5
The Shawshank Redemption,199.0,9.3
Crocodile Dundee in Los Angeles,71.0,4.8
Kingpin,62.0,6.9
The Gambler,175.0,6.0
August: Osage County,322.0,7.3
Ice Princess,67.0,6.0
A Lot Like Love,112.0,6.6
Eddie the Eagle,216.0,7.5
He Got Game,48.0,6.9
Don Juan DeMarco,44.0,6.8
Dear John,162.0,6.3
The Losers,213.0,6.4
Don't Be Afraid of the Dark,298.0,5.6
War,119.0,6.3
Punch-Drunk Love,251.0,7.3
EuroTrip,92.0,6.6
Half Past Dead,58.0,4.6
Unaccompanied Minors,73.0,5.1
"Bright Lights, Big City",28.0,5.6
The Adventures of Pinocchio,19.0,5.3
The Greatest Game Ever Played,86.0,7.5
The Box,287.0,5.6
The Ruins,233.0,5.9
The Next Best Thing,86.0,4.7
My Soul to Take,160.0,4.8
The Girl Next Door,126.0,6.8
Maximum Risk,50.0,5.4
Stealing Harvard,52.0,5.1
Legend,260.0,7.0
Hot Rod,111.0,6.7
Shark Night 3D,231.0,4.0
Angela's Ashes,99.0,7.3
Draft Day,159.0,6.8
Lifeforce,159.0,6.1
The Conspirator,199.0,7.0
Lords of Dogtown,119.0,7.1
The 33,120.0,6.9
Big Trouble in Little China,180.0,7.3
A Perfect Plan,58.0,6.3
Warrior,317.0,8.2
Michael Collins,44.0,7.1
Gettysburg,22.0,7.7
Stop-Loss,143.0,6.5
Abandon,72.0,4.9
Brokedown Palace,70.0,6.4
The Possession,264.0,5.9
Mrs. Winterbourne,20.0,6.2
Straw Dogs,190.0,5.8
The Hoax,142.0,6.7
Stone Cold,27.0,5.9
The Road,355.0,7.3
Sheena,21.0,4.8
Underclassman,31.0,4.1
Say It Isn't So,87.0,4.9
The World's Fastest Indian,126.0,7.9
Tank Girl,60.0,5.2
King's Ransom,23.0,4.1
Blindness,229.0,6.6
BloodRayne,143.0,2.9
Carnage,376.0,7.2
Where the Truth Lies,97.0,6.5
Cirque du Soleil: Worlds Away,73.0,6.8
Without Limits,28.0,7.2
Me and Orson Welles,160.0,6.8
The Best Offer,124.0,7.8
Bad Lieutenant: Port of Call New Orleans,280.0,6.7
A Turtle's Tale: Sammy's Adventures,56.0,6.1
Little White Lies,118.0,7.1
Love Ranch,49.0,5.7
The True Story of Puss'N Boots,4.0,2.9
Space Dogs,16.0,5.2
The Counselor,336.0,5.3
Ironclad,91.0,6.2
Waterloo,16.0,7.3
Kung Fu Killer,65.0,6.5
Red Sky,7.0,4.1
Dangerous Liaisons,51.0,7.7
On the Road,252.0,6.1
Star Trek IV: The Voyage Home,106.0,7.3
Rocky Balboa,285.0,7.2
Scream 2,195.0,6.1
Jane Got a Gun,123.0,5.8
Think Like a Man Too,52.0,5.7
The Whole Nine Yards,129.0,6.7
Footloose,60.0,6.5
Old School,123.0,7.2
The Fisher King,84.0,7.6
I Still Know What You Did Last Summer,125.0,4.6
Return to Me,106.0,6.9
Zack and Miri Make a Porno,247.0,6.6
Nurse Betty,156.0,6.3
The Men Who Stare at Goats,271.0,6.2
Double Take,45.0,5.3
"Girl, Interrupted",133.0,7.3
Win a Date with Tad Hamilton!,84.0,5.6
Muppets from Space,70.0,6.2
The Wiz,32.0,5.2
Ready to Rumble,51.0,5.3
Play It to the Bone,73.0,5.4
I Don't Know How She Does It,169.0,4.9
Piranha 3D,365.0,5.5
Beyond the Sea,113.0,6.7
Meet the Deedles,18.0,3.9
The Princess and the Cobbler,10.0,7.2
The Bridge of San Luis Rey,16.0,5.1
Faster,196.0,6.5
Howl's Moving Castle,212.0,8.2
Zombieland,445.0,7.7
The Waterboy,108.0,6.1
Star Wars: Episode V - The Empire Strikes Back,223.0,8.8
Bad Boys,63.0,6.8
The Naked Gun 2½: The Smell of Fear,43.0,6.8
Final Destination,211.0,6.7
The Ides of March,421.0,7.1
Pitch Black,214.0,7.1
Someone Like You...,92.0,6.1
Her,574.0,8.0
Joy Ride,140.0,6.6
The Adventurer: The Curse of the Midas Box,28.0,5.4
Anywhere But Here,36.0,6.1
The Crew,53.0,5.6
Haywire,394.0,5.8
Jaws: The Revenge,80.0,2.8
Marvin's Room,45.0,6.7
The Longshots,47.0,5.1
The End of the Affair,90.0,7.2
Harley Davidson and the Marlboro Man,30.0,6.0
In the Valley of Elah,232.0,7.2
Coco Before Chanel,165.0,6.7
Forsaken,45.0,6.3
Chéri,155.0,6.2
Vanity Fair,118.0,6.2
Bodyguards and Assassins,55.0,6.9
1408,314.0,6.8
Spaceballs,103.0,7.1
The Water Diviner,183.0,7.1
Ghost,77.0,7.0
There's Something About Mary,171.0,7.1
The Santa Clause,64.0,6.4
The Rookie,92.0,7.0
The Game Plan,112.0,6.2
The Bridges of Madison County,69.0,7.5
The Animal,75.0,4.8
Gandhi,95.0,8.1
The Hundred-Foot Journey,180.0,7.3
The Net,53.0,5.8
I Am Sam,129.0,7.6
Son of God,61.0,5.6
Underworld,226.0,7.0
Derailed,116.0,6.6
The Informant!,248.0,6.5
Shadowlands,23.0,7.4
Deuce Bigalow: European Gigolo,98.0,4.6
Delivery Man,168.0,6.4
Our Kind of Traitor,134.0,6.4
Saving Silverman,97.0,5.9
Diary of a Wimpy Kid: Dog Days,88.0,6.4
Summer of Sam,85.0,6.6
Jay and Silent Bob Strike Back,181.0,6.9
The Glass House,95.0,5.8
"Hail, Caesar!",423.0,6.4
Josie and the Pussycats,93.0,5.3
Homefront,203.0,6.5
The Little Vampire,38.0,5.7
I Heart Huckabees,183.0,6.7
RoboCop 3,75.0,3.9
Megiddo: The Omega Code 2,18.0,4.1
Darling Lili,22.0,6.2
Dudley Do-Right,41.0,3.8
The Transporter Refueled,148.0,5.1
The Libertine,111.0,6.4
Black Book,231.0,7.8
Joyeux Noel,115.0,7.8
Hit and Run,176.0,6.1
Mad Money,98.0,5.8
Before I Go to Sleep,149.0,6.3
Sorcerer,84.0,7.7
Stone,138.0,5.4
Molière,78.0,7.3
Out of the Furnace,288.0,6.8
Michael Clayton,299.0,7.3
My Fellow Americans,27.0,6.5
Arlington Road,155.0,7.2
Underdogs,82.0,6.7
To Rome with Love,275.0,6.3
Firefox,43.0,5.9
South Park: Bigger Longer & Uncut,163.0,7.8
Death at a Funeral,168.0,7.4
Teenage Mutant Ninja Turtles III,60.0,4.8
Hardball,85.0,6.3
Silver Linings Playbook,539.0,7.8
Freedom Writers,84.0,7.5
For Colored Girls,75.0,6.0
The Transporter,171.0,6.8
Never Back Down,140.0,6.6
The Rage: Carrie 2,85.0,4.6
Away We Go,217.0,7.1
Swing Vote,131.0,6.1
Moonlight Mile,111.0,6.7
Tinker Tailor Soldier Spy,466.0,7.1
Molly,16.0,5.8
The Beaver,276.0,6.7
The Best Little Whorehouse in Texas,11.0,5.8
eXistenZ,196.0,6.8
Raiders of the Lost Ark,234.0,8.5
Home Alone 2: Lost in New York,37.0,6.6
Close Encounters of the Third Kind,171.0,7.7
Pulse,148.0,4.7
Beverly Hills Cop II,50.0,6.4
Bringing Down the House,121.0,5.5
The Silence of the Lambs,185.0,8.6
Wayne's World,61.0,7.0
Jackass 3D,156.0,7.1
Jaws 2,75.0,5.7
Beverly Hills Chihuahua,100.0,3.7
The Conjuring,511.0,7.5
Are We There Yet?,75.0,4.6
Tammy,148.0,4.9
School of Rock,204.0,7.1
Mortal Kombat,72.0,5.8
White Chicks,62.0,5.4
The Descendants,549.0,7.3
Holes,106.0,7.1
The Last Song,123.0,5.8
12 Years a Slave,597.0,8.1
Drumline,64.0,5.7
Why Did I Get Married Too?,40.0,4.4
Edward Scissorhands,111.0,7.9
Me Before You,151.0,7.6
Madea's Witness Protection,31.0,4.8
The French Connection,138.0,7.8
Bad Moms,81.0,6.7
Date Movie,99.0,2.7
Return to Never Land,80.0,5.8
Selma,364.0,7.5
The Jungle Book 2,85.0,5.4
Boogeyman,140.0,4.1
Premonition,184.0,5.9
The Tigger Movie,89.0,6.3
Orphan,265.0,7.0
Max,61.0,6.8
Epic Movie,112.0,2.3
Spotlight,474.0,8.1
Lakeview Terrace,165.0,6.1
The Grudge 2,131.0,5.0
How Stella Got Her Groove Back,29.0,5.5
Bill & Ted's Bogus Journey,43.0,6.2
Man of the Year,111.0,6.2
The Black Hole,90.0,5.9
The American,333.0,6.3
Selena,37.0,6.7
Vampires Suck,122.0,3.5
Babel,285.0,7.5
This Is Where I Leave You,156.0,6.6
Doubt,293.0,7.5
Team America: World Police,233.0,7.2
Texas Chainsaw 3D,282.0,4.8
Copycat,57.0,6.6
Scary Movie 5,153.0,3.5
Paint Your Wagon,20.0,6.7
Milk,324.0,7.6
Risen,122.0,6.3
Ghost Ship,156.0,5.5
A Very Harold & Kumar 3D Christmas,161.0,6.3
Wild Things,69.0,6.5
The Stepfather,121.0,5.6
The Debt,258.0,6.9
High Fidelity,174.0,7.6
One Missed Call,141.0,3.9
Eye for an Eye,31.0,6.1
The Bank Job,222.0,7.3
Eternal Sunshine of the Spotless Mind,273.0,8.3
You Again,91.0,5.8
Street Kings,190.0,6.8
The World's End,427.0,7.0
Nancy Drew,93.0,5.9
Daybreakers,292.0,6.5
She's Out of My League,180.0,6.4
Monte Carlo,94.0,5.8
Stay Alive,112.0,5.1
Quigley Down Under,20.0,6.8
Alpha and Omega,84.0,5.3
The Covenant,120.0,5.3
Stick It,90.0,6.4
Shorts,103.0,4.9
To Die For,59.0,6.8
Nerve,86.0,7.1
Appaloosa,190.0,6.8
Vampires,114.0,6.1
Psycho,290.0,8.5
My Best Friend's Girl,80.0,5.9
Endless Love,98.0,6.3
Georgia Rule,88.0,5.9
Under the Rainbow,13.0,5.4
Ladyhawke,52.0,7.0
Simon Birch,60.0,6.9
Reign Over Me,154.0,7.5
Into the Wild,274.0,8.2
School for Scoundrels,110.0,5.9
Silent Hill: Revelation 3D,173.0,5.0
From Dusk Till Dawn,165.0,7.3
Pooh's Heffalump Movie,45.0,6.4
Home for the Holidays,45.0,6.6
Kung Fu Hustle,377.0,7.8
The Country Bears,43.0,4.0
The Kite Runner,201.0,7.6
21 Grams,192.0,7.7
Paparazzi,77.0,5.8
A Guy Thing,81.0,5.6
Loser,81.0,5.3
Capitalism: A Love Story,222.0,7.4
The Greatest Story Ever Told,27.0,6.6
Secret in Their Eyes,155.0,6.2
Disaster Movie,111.0,1.9
Armored,107.0,5.7
The Man Who Knew Too Little,34.0,6.6
What's Your Number?,151.0,6.0
Lockout,289.0,6.1
Envy,76.0,4.8
Crank: High Voltage,150.0,6.2
Bullets Over Broadway,67.0,7.5
One Night with the King,36.0,6.3
The Quiet American,149.0,7.1
The Weather Man,156.0,6.6
Undisputed,64.0,6.1
Ghost Town,210.0,6.7
12 Rounds,113.0,5.6
Let Me In,390.0,7.2
3 Ninjas Kick Back,5.0,4.3
Be Kind Rewind,248.0,6.4
Mrs Henderson Presents,137.0,7.1
Triple 9,214.0,6.3
Deconstructing Harry,104.0,7.4
Three to Tango,81.0,6.1
Burnt,175.0,6.6
We're No Angels,20.0,6.0
Everyone Says I Love You,69.0,6.8
Death Sentence,166.0,6.8
Everybody's Fine,160.0,7.2
Superbabies: Baby Geniuses 2,32.0,1.9
The Man,72.0,5.5
Code Name: The Cleaner,53.0,4.5
Connie and Carla,76.0,6.3
Sweet Charity,15.0,7.0
Inherent Vice,401.0,6.7
Doogal,31.0,2.8
Battle of the Year,65.0,5.0
An American Carol,45.0,4.3
Machete Kills,260.0,5.6
Willard,129.0,6.2
Strange Wilderness,58.0,5.3
Topsy-Turvy,103.0,7.4
Little Boy,45.0,7.4
A Dangerous Method,345.0,6.5
A Scanner Darkly,232.0,7.1
Chasing Mavericks,116.0,7.2
Alone in the Dark,148.0,2.3
Bandslam,79.0,6.4
Birth,167.0,6.1
A Most Violent Year,350.0,7.0
Passchendaele,25.0,6.5
Flash of Genius,99.0,7.0
I'm Not There.,231.0,7.0
The Cold Light of Day,119.0,4.9
The Brothers Bloom,182.0,6.9
"Synecdoche, New York",245.0,7.5
Princess Mononoke,174.0,8.4
Bon voyage,69.0,6.9
Can't Stop the Music,26.0,4.5
The Proposition,168.0,7.4
Courage,27.0,7.0
Marci X,28.0,2.8
Equilibrium,146.0,7.5
The Children of Huang Shi,67.0,7.1
The Yards,93.0,6.4
The Oogieloves in the Big Balloon Adventure,28.0,6.7
By the Sea,131.0,5.3
Steamboy,105.0,6.9
The Game of Their Lives,21.0,6.2
All Good Things,140.0,6.3
Rapa Nui,9.0,6.4
CJ7,83.0,6.5
Les couloirs du temps: Les visiteurs II,8.0,6.0
Dylan Dog: Dead of Night,138.0,5.1
People I Know,42.0,5.5
The Tempest,92.0,5.4
Regression,140.0,5.7
The Touch,,5.2
Three Kingdoms: Resurrection of the Dragon,29.0,6.2
Shattered,29.0,6.7
Zambezia,39.0,5.8
Ramanujan,2.0,7.0
Dwegons and Leprechauns,2.0,4.8
Hands of Stone,,7.2
Survivor,64.0,5.6
The Frozen Ground,120.0,6.4
The Painted Veil,143.0,7.5
The Baader Meinhof Complex,160.0,7.4
Dances with Wolves,92.0,8.0
Bad Teacher,286.0,5.7
Sea of Love,43.0,6.8
A Cinderella Story,69.0,5.9
Scream,242.0,7.2
Thir13en Ghosts,149.0,5.5
The Shining,253.0,8.4
Back to the Future,198.0,8.5
House on Haunted Hill,147.0,5.6
I Can Do Bad All by Myself,36.0,4.1
Fight Valley,6.0,5.0
The Switch,181.0,6.1
Just Married,97.0,5.4
The Devil's Double,167.0,7.1
Thomas and the Magic Railroad,47.0,3.6
The Crazies,308.0,6.5
Spirited Away,246.0,8.6
Firestorm,23.0,6.2
The Bounty,29.0,7.0
The Book Thief,252.0,7.6
Sex Drive,102.0,6.5
Leap Year,134.0,6.4
The Fall of the Roman Empire,30.0,6.7
Take Me Home Tonight,136.0,6.3
Won't Back Down,102.0,6.4
The Nutcracker,10.0,5.7
Kansas City,31.0,6.3
Indignation,63.0,7.8
The Amityville Horror,220.0,6.0
Adaptation.,241.0,7.7
Land of the Dead,252.0,6.2
Out of Inferno,23.0,5.7
Fear and Loathing in Las Vegas,156.0,7.7
The Invention of Lying,192.0,6.4
Neighbors,351.0,6.4
The Mask,57.0,6.9
Big,99.0,7.3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,343.0,7.3
Legally Blonde,163.0,6.2
Star Trek III: The Search for Spock,110.0,6.6
The Exorcism of Emily Rose,233.0,6.7
Deuce Bigalow: Male Gigolo,91.0,5.7
Left Behind,169.0,3.1
The Family Stone,142.0,6.3
Barbershop 2: Back in Business,50.0,5.7
Bad Santa,195.0,7.1
Austin Powers: International Man of Mystery,129.0,7.0
My Big Fat Greek Wedding 2,156.0,6.1
Diary of a Wimpy Kid: Rodrick Rules,103.0,6.6
Predator,217.0,7.8
Amadeus,134.0,8.3
Prom Night,146.0,3.9
Mean Girls,159.0,7.0
Under the Tuscan Sun,111.0,6.7
Gosford Park,187.0,7.3
Peggy Sue Got Married,44.0,6.3
Birdman or (The Unexpected Virtue of Ignorance),588.0,7.8
Blue Jasmine,415.0,7.3
United 93,279.0,7.6
Honey,97.0,5.3
Spy Hard,27.0,5.3
The Fog,212.0,6.8
Soul Surfer,110.0,7.1
Catch-22,45.0,7.2
Observe and Report,190.0,5.8
Conan the Destroyer,77.0,5.8
Raging Bull,151.0,8.3
Love Happens,111.0,5.6
Young Sherlock Holmes,64.0,6.8
Fame,134.0,5.0
127 Hours,450.0,7.6
Small Time Crooks,128.0,6.7
Center Stage,68.0,6.7
Love the Coopers,97.0,5.7
Catch That Kid,54.0,5.2
Life as a House,99.0,7.5
Steve Jobs,412.0,7.2
"I Love You, Beth Cooper",107.0,5.3
Youth in Revolt,192.0,6.5
The Legend of the Lone Ranger,25.0,5.0
The Tailor of Panama,104.0,6.1
Blow Out,120.0,7.4
Getaway,146.0,4.4
The Ice Storm,124.0,7.5
And So It Goes,107.0,5.7
Troop Beverly Hills,11.0,5.5
Being Julia,93.0,7.1
9½ Weeks,38.0,5.9
Dragonslayer,60.0,6.7
The Last Station,184.0,7.0
Ed Wood,148.0,7.9
Labor Day,217.0,6.9
Mongol: The Rise of Genghis Khan,160.0,7.3
RocknRolla,209.0,7.3
Megaforce,40.0,3.5
Hamlet,85.0,7.8
Mao's Last Dancer,83.0,7.4
Midnight Special,263.0,6.7
Anything Else,128.0,6.4
The Railway Man,186.0,7.1
The White Ribbon,292.0,7.8
Restoration,15.0,4.0
The Wraith,70.0,5.9
The Salton Sea,79.0,7.2
Metallica Through the Never,103.0,7.2
The Informers,97.0,5.1
I Come with the Rain,59.0,5.5
One Man's Hero,10.0,6.2
Day of the Dead,184.0,7.2
I Am Wrath,23.0,5.2
Renaissance,112.0,6.7
Red Sonja,59.0,5.0
Red Lights,195.0,6.2
Superbad,256.0,7.6
Madea Goes to Jail,44.0,4.1
Wolves,59.0,5.3
Step Up 2: The Streets,97.0,6.2
Hoodwinked!,142.0,6.5
Hotel Rwanda,187.0,8.1
Hitman,193.0,6.3
Black Nativity,40.0,4.4
The Prince,46.0,4.6
City of Ghosts,38.0,6.0
The Others,239.0,7.6
Aliens,250.0,8.4
My Fair Lady,82.0,7.9
I Know What You Did Last Summer,140.0,5.6
Let's Be Cops,129.0,6.5
Sideways,285.0,7.5
Beerfest,91.0,6.3
Halloween,318.0,7.9
Good Boy!,52.0,5.1
The Best Man Holiday,56.0,6.7
Smokin' Aces,186.0,6.7
Saw 3D: The Final Chapter,178.0,5.6
40 Days and 40 Nights,140.0,5.6
A Night at the Roxbury,63.0,6.2
Beastly,148.0,5.6
The Hills Have Eyes,265.0,6.4
Dickie Roberts: Former Child Star,75.0,5.6
"McFarland, USA",113.0,7.4
Lottery Ticket,62.0,4.9
ATL,54.0,6.0
Pitch Perfect,223.0,7.2
Summer Catch,50.0,4.9
A Simple Plan,125.0,7.5
They,81.0,4.8
Larry the Cable Guy: Health Inspector,37.0,3.1
The Adventures of Elmo in Grouchland,44.0,5.8
Brooklyn's Finest,197.0,6.7
55 Days at Peking,15.0,6.8
Evil Dead,543.0,6.5
My Life in Ruins,112.0,5.9
American Dreamz,153.0,5.5
Superman IV: The Quest for Peace,94.0,3.6
How She Move,62.0,3.3
Running Scared,157.0,7.4
Bobby Jones: Stroke of Genius,35.0,6.7
Shanghai Surprise,21.0,3.0
The Illusionist,236.0,7.6
Roar,50.0,6.4
Veronica Guerin,106.0,6.9
Escobar: Paradise Lost,106.0,6.6
Southland Tales,173.0,5.5
Dragon Hunters,41.0,6.6
Damnation Alley,41.0,5.2
The Apparition,145.0,4.1
My Girl,31.0,6.8
Fur: An Imaginary Portrait of Diane Arbus,105.0,6.5
Wall Street,114.0,7.4
Sense and Sensibility,69.0,7.7
Becoming Jane,150.0,7.1
Sydney White,72.0,6.3
House of Sand and Fog,158.0,7.6
Dead Poets Society,96.0,8.0
Dumb & Dumber,84.0,7.3
When Harry Met Sally...,114.0,7.6
The Verdict,79.0,7.8
Road Trip,103.0,6.5
Varsity Blues,67.0,6.4
The Artist,576.0,8.0
The Unborn,178.0,4.8
Moonrise Kingdom,487.0,7.8
The Texas Chainsaw Massacre: The Beginning,196.0,5.9
The Young Messiah,24.0,5.4
The Master of Disguise,56.0,3.3
Pan's Labyrinth,406.0,8.2
See Spot Run,51.0,5.4
Baby Boy,41.0,6.4
The Roommate,138.0,4.8
Joe Dirt,78.0,5.9
Double Impact,40.0,5.5
Hot Fuzz,285.0,7.9
The Women,124.0,4.9
Vicky Cristina Barcelona,275.0,7.2
Arn: The Knight Templar,34.0,6.6
Boys and Girls,67.0,5.3
White Oleander,103.0,7.2
Jennifer's Body,300.0,5.1
Drowning Mona,84.0,5.6
Radio Days,64.0,7.6
Remember Me,158.0,7.2
How to Deal,46.0,5.7
My Stepmother Is an Alien,15.0,5.2
Philadelphia,68.0,7.7
The Thirteenth Floor,111.0,7.0
The Cookout,21.0,3.6
Meteor,42.0,4.9
Duets,65.0,6.0
Hollywood Ending,109.0,6.6
Detroit Rock City,42.0,6.8
Highlander,112.0,7.2
Things We Lost in the Fire,146.0,7.2
Steel,36.0,2.8
The Immigrant,230.0,6.6
The White Countess,64.0,6.7
Trance,393.0,7.0
Soul Plane,75.0,4.4
Welcome to the Sticks,78.0,7.1
Good,67.0,6.2
Enter the Void,216.0,7.3
Vamps,54.0,5.1
Hachi: A Dog's Tale,84.0,8.1
Zulu,69.0,6.7
The Homesman,208.0,6.6
Juwanna Mann,32.0,4.5
Ararat,78.0,6.6
Madison,21.0,6.5
Slow Burn,40.0,5.9
Wasabi,40.0,6.6
Slither,251.0,6.5
Beverly Hills Cop,94.0,7.3
Home Alone,102.0,7.5
3 Men and a Baby,21.0,5.9
Tootsie,94.0,7.4
Top Gun,173.0,6.9
"Crouching Tiger, Hidden Dragon",287.0,7.9
American Beauty,176.0,8.4
The King's Speech,479.0,8.0
Twins,27.0,6.0
The Yellow Handkerchief,60.0,6.8
The Color Purple,70.0,7.8
Tidal Wave,43.0,5.7
The Imitation Game,454.0,8.1
Private Benjamin,25.0,6.1
Coal Miner's Daughter,46.0,7.5
